mobilenet,30,8,683.7356416412925,666.6422506002602
densenet201,30,16,141.36020819112946,137.8262029863512
resnet50,20,16,221.59514164884857,216.05526310762735
vgg19,20,16,101.19101766542317,98.6612422237876
