Wall time,Step,Value
1678872045.739021,960,0.0
1678872046.926022,1920,0.0
1678872048.3050225,2880,0.0
1678872049.5415556,3840,0.0
1678872050.8565557,4800,0.0
1678872052.1555557,5760,0.0
1678872053.487556,6720,0.0
1678872054.775556,7680,0.0
1678872056.1505558,8640,0.0
1678872057.3865554,9600,0.0
1678872058.796556,10560,0.0
1678872059.9485545,11520,0.0
1678872061.4345562,12480,0.0
1678872062.4665549,13440,0.0
1678872064.116557,14400,0.0
1678872065.1495557,15360,0.0
1678872066.4245546,16320,0.0
1678872067.8055563,17280,0.0
1678872069.123556,18240,0.0
1678872070.4805562,19200,0.0
1678872071.6445553,20160,0.0
1678872073.134555,21120,0.0
1678872074.2555559,22080,0.0
1678872075.7965558,23040,0.0
1678872076.881556,24000,0.0
1678872078.496556,24960,0.0
1678872079.5575552,25920,0.0
1678872081.2475564,26880,0.0
1678872082.2735555,27840,0.0
1678872083.8915555,28800,0.0
1678872084.9385624,29760,0.0
1678872086.1060877,30720,0.0
1678872087.5510879,31680,0.0
1678872088.709088,32640,0.0
1678872090.1670868,33600,0.0
1678872091.2776663,34560,0.0
1678872092.7686665,35520,0.0
1678872093.922667,36480,0.0
1678872095.3332047,37440,0.0
1678872096.550205,38400,0.0
1678872098.0252051,39360,0.0
1678872099.2242048,40320,0.0
1678872100.6752045,41280,0.0
1678872101.8592045,42240,0.0
1678872103.3162045,43200,0.0
1678872104.4632058,44160,0.0
1678872105.9682045,45120,0.0
1678872107.0812056,46080,0.0
1678872108.2802052,47040,0.0
1678872109.7397165,48000,0.0
1678872110.9552274,48960,0.0
1678872112.3512268,49920,0.0
1678872113.583226,50880,0.0
1678872114.9902265,51840,0.0
1678872116.196764,52800,0.0
1678872117.640764,53760,0.0
1678872118.8207643,54720,0.0
1678872120.2717638,55680,0.0
1678872121.3907638,56640,0.0
1678872122.967764,57600,0.0
1678872124.006764,58560,0.0
1678872125.5407624,59520,0.0
1678872126.6467643,60480,0.0
1678872127.839764,61440,0.0
1678872129.2497633,62400,0.0
1678872130.4557889,63360,0.0
1678872131.8937886,64320,0.0
1678872133.0177891,65280,0.0
1678872134.5643241,66240,0.0
1678872135.65086,67200,0.0
1678872137.2248607,68160,0.0
1678872138.3808603,69120,0.0
1678872140.06086,70080,0.0
1678872141.299912,71040,0.0
1678872143.19991,72000,0.0
1678872144.3569107,72960,0.0
1678872145.9049122,73920,0.0
1678872147.1199107,74880,0.0
1678872148.800448,75840,0.0
1678872150.177448,76800,0.0
1678872151.5084476,77760,0.0
1678872153.0774484,78720,0.0
1678872154.3219578,79680,0.0
1678872155.9189572,80640,0.0
1678872157.091958,81600,0.0
1678872158.7159584,82560,0.0
1678872159.9429567,83520,0.0
1678872161.6210117,84480,0.0
1678872162.7230115,85440,0.0
1678872164.335012,86400,0.0
1678872165.5210123,87360,0.0
1678872167.2030113,88320,0.0
1678872168.4060113,89280,0.0
1678872170.1260116,90240,0.0
1678872171.3190117,91200,0.0
1678872172.647012,92160,0.0
1678872174.2410116,93120,0.0
1678872175.564012,94080,0.0
1678872177.106011,95040,0.0
1678872178.3920105,96000,0.0
1678872179.987012,96960,0.0
1678872181.3220105,97920,0.0
1678872182.8830106,98880,0.0
1678872184.2170112,99840,0.0
1678872185.7930634,100800,0.0
1678872187.0770633,101760,0.0
1678872188.6720638,102720,0.0
1678872189.9480646,103680,0.0
1678872191.568064,104640,0.0
1678872192.852103,105600,0.0
1678872194.5011013,106560,0.0
1678872195.8001027,107520,0.0
1678872197.054102,108480,0.0
1678872198.702102,109440,0.0
1678872199.9561024,110400,0.0
1678872201.594103,111360,0.0
1678872202.875103,112320,0.0
1678872204.5441022,113280,0.0
1678872205.7991025,114240,0.0
1678872207.4816124,115200,0.0
1678872208.7376137,116160,0.0
1678872210.3386135,117120,0.0
1678872211.6271255,118080,0.0
1678872213.162175,119040,0.0
1678872214.4701757,120000,0.0
1678872216.016175,120960,0.0
1678872217.3361752,121920,0.0
1678872218.5872483,122880,0.0
1678872220.1592486,123840,0.0
1678872221.387248,124800,0.0
1678872223.0382485,125760,0.0
1678872224.2912486,126720,0.0
1678872225.9602475,127680,0.0
1678872227.1912482,128640,0.0
1678872228.8652484,129600,0.0
1678872230.1072483,130560,0.0
1678872231.830247,131520,0.0
1678872233.0602486,132480,0.0
1678872234.7547853,133440,0.0
1678872235.9697862,134400,0.0
1678872237.5968251,135360,0.0
1678872238.862337,136320,0.0
1678872240.567847,137280,0.0
1678872241.7878482,138240,0.0
1678872243.0983858,139200,0.0
1678872244.7013867,140160,0.0
1678872245.9343843,141120,0.0
1678872247.4873867,142080,0.0
1678872248.677387,143040,0.0
1678872250.3033867,144000,0.0
1678872251.528386,144960,0.0
1678872253.1663857,145920,0.0
1678872254.3913863,146880,0.0
1678872255.9953861,147840,0.0
1678872257.261385,148800,0.0
1678872258.8864338,149760,0.0
1678872260.1844342,150720,0.0
1678872261.771434,151680,0.0
1678872263.0414343,152640,0.0
1678872264.277433,153600,0.0
1678872265.8684335,154560,0.0
1678872267.039433,155520,0.0
1678872268.7104337,156480,0.0
1678872269.8694334,157440,0.0
1678872271.5785034,158400,0.0
1678872272.7665036,159360,0.0
1678872274.4465034,160320,0.0
1678872275.6635034,161280,0.0
1678872277.3205032,162240,0.0
1678872278.5175035,163200,0.0
1678872280.219504,164160,0.0
1678872281.3945036,165120,0.0
1678872283.1385043,166080,0.0
1678872284.3355067,167040,0.0
1678872286.000502,168000,0.0
1678872287.1925037,168960,0.0
1678872288.5445035,169920,0.0
1678872290.102504,170880,0.0
1678872291.4310157,171840,0.0
1678872292.9995544,172800,0.0
1678872294.2835538,173760,0.0
1678872295.9055538,174720,0.0
1678872297.1925552,175680,0.0
1678872298.773627,176640,0.0
1678872300.0681667,177600,0.0
1678872301.649165,178560,0.0
1678872302.9161658,179520,0.0
1678872304.460165,180480,0.0
1678872305.789166,181440,0.0
1678872307.3161652,182400,0.0
1678872308.660166,183360,0.0
1678872309.8636777,184320,0.0
1678872311.5336776,185280,0.0
1678872312.7381887,186240,0.0
1678872314.4316993,187200,0.0
1678872315.6366997,188160,0.0
1678872317.3586996,189120,0.0
1678872318.5436997,190080,0.0
1678872320.2647219,191040,0.0
1678872321.4297206,192000,0.0
1678872323.143232,192960,0.0
1678872324.4462311,193920,0.0
1678872326.091232,194880,0.0
1678872327.33728,195840,0.0
1678872329.009279,196800,0.0
1678872330.2152863,197760,0.0
1678872331.89679,198720,0.0
1678872333.8257892,199680,0.0
1678872334.996325,200640,0.0
1678872336.7583263,201600,0.0
1678872337.920326,202560,0.0
1678872339.722326,203520,0.0
1678872340.8823261,204480,0.0
1678872342.6553254,205440,0.0
1678872343.823326,206400,0.0
1678872345.586325,207360,0.0
1678872346.7523258,208320,0.0
1678872348.5653253,209280,0.0
1678872349.8223472,210240,0.0
1678872351.5973485,211200,0.0
1678872352.8113477,212160,0.0
1678872354.4573483,213120,0.0
1678872355.6323478,214080,0.0
1678872356.9693696,215040,0.0
1678872358.532372,216000,0.0
1678872359.8423696,216960,0.0
1678872361.3953698,217920,0.0
1678872362.7283697,218880,0.0
1678872364.2773697,219840,0.0
1678872365.6213696,220800,0.0
1678872367.1503704,221760,0.0
1678872368.5033698,222720,0.0
1678872370.0783687,223680,0.0
1678872371.3383682,224640,0.0
1678872372.9653702,225600,0.0
1678872374.2113695,226560,0.0
1678872375.8303697,227520,0.0
1678872377.0618804,228480,0.0
1678872378.7048807,229440,0.0
1678872380.007881,230400,0.0
1678872381.2278807,231360,0.0
1678872382.9248807,232320,0.0
1678872384.168881,233280,0.0
1678872385.8674104,234240,0.0
1678872387.1194124,235200,0.0
1678872388.8244114,236160,0.0
1678872390.0924118,237120,0.0
1678872391.8854113,238080,0.0
1678872393.1099422,239040,0.0
1678872394.993942,240000,0.0
1678872396.1899424,240960,0.0
1678872397.9569418,241920,0.0
1678872399.1519415,242880,0.0
1678872400.9494534,243840,0.0
1678872402.1634524,244800,0.0
1678872403.4145036,245760,0.0
1678872405.180014,246720,0.0
1678872406.4140134,247680,0.0
1678872408.1880133,248640,0.0
1678872409.4340134,249600,0.0
1678872411.1875238,250560,0.0
1678872412.4195251,251520,0.0
1678872414.210051,252480,0.0
1678872415.38805,253440,0.0
1678872417.222051,254400,0.0
1678872418.4740512,255360,0.0
1678872420.333051,256320,0.0
1678872421.486051,257280,0.0
1678872423.40005,258240,0.0
1678872424.5685868,259200,0.0
1678872426.4635868,260160,0.0
1678872427.5935872,261120,0.0
1678872428.8901737,262080,0.0
1678872430.6351733,263040,0.0
1678872431.9301736,264000,0.0
1678872433.652174,264960,0.0
1678872434.9487097,265920,0.0
1678872436.6837087,266880,0.0
1678872437.975709,267840,0.0
1678872439.7117376,268800,0.0
1678872441.0247378,269760,0.0
1678872442.738265,270720,0.0
1678872443.9882662,271680,0.0
1678872445.7452657,272640,0.0
1678872446.9662652,273600,0.0
1678872448.7972662,274560,0.0
1678872450.027776,275520,0.0
1678872451.2307758,276480,0.0
1678872453.0387998,277440,0.0
1678872454.2188005,278400,0.0
1678872456.0418003,279360,0.0
1678872457.2523375,280320,0.0
1678872459.0693324,281280,0.0
1678872460.3273325,282240,0.0
1678872462.1403325,283200,0.0
1678872463.3873327,284160,0.0
1678872465.1533322,285120,0.0
1678872466.4273326,286080,0.0
1678872468.1653326,287040,0.0
1678872469.3823323,288000,0.0
1678872471.121354,288960,0.0
1678872472.345354,289920,0.0
1678872474.1503541,290880,0.0
1678872475.3183544,291840,0.0
1678872476.6633549,292800,0.0
1678872478.797355,293760,0.0
1678872480.2758675,294720,0.0
1678872482.008869,295680,0.0
1678872483.3243794,296640,0.0
1678872484.973379,297600,0.0
1678872486.2368891,298560,0.0
1678872487.8978894,299520,0.0
1678872489.1448894,300480,0.0
1678872490.831913,301440,0.0
1678872492.0604246,302400,0.0
1678872493.7384815,303360,0.0
1678872494.966472,304320,0.0
1678872496.6064718,305280,0.0
1678872497.8454728,306240,0.0
1678872499.1374714,307200,0.0
1678872500.797981,308160,0.0
1678872502.2049825,309120,0.0
1678872503.8539827,310080,0.0
1678872505.0959826,311040,0.0
1678872506.6889822,312000,0.0
1678872507.9419818,312960,0.0
1678872509.5970361,313920,0.0
1678872510.8350358,314880,0.0
1678872512.3700356,315840,0.0
1678872513.5770357,316800,0.0
1678872515.2310362,317760,0.0
1678872516.4845471,318720,0.0
1678872518.044547,319680,0.0
1678872519.3190823,320640,0.0
1678872520.9076126,321600,0.0
1678872522.1241462,322560,0.0
1678872523.3446598,323520,0.0
1678872524.9556816,324480,0.0
1678872526.281195,325440,0.0
1678872527.864201,326400,0.0
1678872529.1197057,327360,0.0
1678872530.659706,328320,0.0
1678872531.842706,329280,0.0
1678872533.3727064,330240,0.0
1678872534.543706,331200,0.0
1678872535.9647057,332160,0.0
1678872537.1127057,333120,0.0
1678872538.5097063,334080,0.0
1678872539.6977072,335040,0.0
1678872541.1137059,336000,0.0
1678872542.279706,336960,0.0
1678872543.3777049,337920,0.0
1678872544.7607865,338880,0.0
1678872545.8617861,339840,0.0
1678872547.213324,340800,0.0
1678872548.3153238,341760,0.0
1678872549.6553247,342720,0.0
1678872550.7573247,343680,0.0
1678872552.0928361,344640,0.0
1678872553.1938362,345600,0.0
1678872554.5538368,346560,0.0
1678872555.663837,347520,0.0
1678872557.003836,348480,0.0
1678872558.099836,349440,0.0
1678872559.4408379,350400,0.0
1678872560.549836,351360,0.0
1678872561.9118364,352320,0.0
1678872563.0158367,353280,0.0
1678872564.110837,354240,0.0
