Wall time,Step,Value
1679758929.137204,1920,0.2927897274494171
1679758932.5912042,3840,0.3169311583042145
1679758936.1412046,5760,0.27775877714157104
1679758940.1602032,7680,0.31256103515625
1679758943.7672036,9600,0.30701497197151184
1679758947.6942034,11520,0.27609050273895264
1679758951.538204,13440,0.2855061888694763
1679758955.5562036,15360,0.33551025390625
1679758959.4452055,17280,0.28862303495407104
1679758963.0867145,19200,0.25253093242645264
1679758966.875714,21120,0.28946125507354736
1679758970.6077144,23040,0.28933918476104736
1679758974.3296432,24960,0.2713867127895355
1679758978.0646431,26880,0.28728026151657104
1679758981.7741528,28800,0.2634033262729645
1679758985.1461532,30720,0.30099689960479736
1679758988.8511522,32640,0.25723469257354736
1679758992.531153,34560,0.3096109926700592
1679758996.2416642,36480,0.3189859986305237
1679758999.9426634,38400,0.2272745817899704
1679759003.5751753,40320,0.2349039763212204
1679759007.3131747,42240,0.2895914614200592
1679759011.069175,44160,0.3011637330055237
1679759014.784176,46080,0.26720377802848816
1679759018.5141754,48000,0.3216756284236908
1679759022.148175,49920,0.23158365488052368
1679759025.8771765,51840,0.28343504667282104
1679759029.585685,53760,0.2805623412132263
1679759033.3426988,55680,0.26350098848342896
1679759037.1436982,57600,0.29366862773895264
1679759040.8926983,59520,0.2820597290992737
1679759044.2142074,61440,0.24986979365348816
1679759047.9812088,63360,0.283447265625
1679759051.7122092,65280,0.2990681827068329
1679759055.4802082,67200,0.2863118350505829
1679759059.1392078,69120,0.2548014223575592
1679759062.928208,71040,0.3004598021507263
1679759066.6402085,72960,0.2648763060569763
1679759070.3942082,74880,0.24003499746322632
1679759074.2002106,76800,0.31440430879592896
1679759077.9252083,78720,0.2585490047931671
1679759081.7062087,80640,0.2909952700138092
1679759085.3722088,82560,0.2784179747104645
1679759089.136208,84480,0.2701416015625
1679759092.926209,86400,0.2411295622587204
1679759096.703209,88320,0.29462891817092896
1679759100.4872086,90240,0.27271321415901184
1679759103.879208,92160,0.240478515625
1679759107.583208,94080,0.2510131895542145
1679759111.3652086,96000,0.22979329526424408
1679759115.0962098,97920,0.24820557236671448
1679759118.7692077,99840,0.2746744751930237
1679759122.5032086,101760,0.2771402895450592
1679759126.253208,103680,0.21046142280101776
1679759130.0072098,105600,0.24315592646598816
1679759133.8132083,107520,0.25560301542282104
1679759137.5612082,109440,0.24574381113052368
1679759141.3852086,111360,0.23377278447151184
1679759145.2282085,113280,0.23174235224723816
1679759148.9992082,115200,0.24832764267921448
1679759152.7742085,117120,0.24628499150276184
1679759156.55272,119040,0.2301432341337204
1679759160.315721,120960,0.26870524883270264
1679759163.6647198,122880,0.22855225205421448
1679759167.4817195,124800,0.25371092557907104
1679759171.2207205,126720,0.21932372450828552
1679759174.9637218,128640,0.22364501655101776
1679759178.7627194,130560,0.2711954712867737
