ascend,resnet50_dis_percent,vgg19_dis_percent,densenet201_dis_percent,mobilenet_dis_percent
0,0.0,0.014070146818923327,0.05712933686089781,0.0
80,0.049452834789093986,0.47732805987116333,0.45167412583154465,0.0
