0.87,0.7949999999999999
1,1.0
1,0.975
1,0.975
1,0.975
1,0.975
1,0.975
1.0,0.87
1,1.0
1,0.975
1,0.975
1,1.0
1,0.975
1,0.975
0.87,0.97
1,0.975
1,0.975
1,1.0
1,0.975
1,0.975
1,0.975
1,0.975
1,0.975
0.7949999999999999,0.87
1,0.975
1,1.0
1,0.975
1,0.975
1,0.975
1,0.975
1.0,1
1,1.0
1,1.0
1,0.975
1,0.975
1,0.975
1,0.975
1.0,0.845
1,1.0
1,0.975
1,0.975
1,0.975
1,0.975
1,0.975
1,1.0
1,0.975
1,0.975
1,0.975
1,0.975
1,0.975
1,0.975
1,0.975
1,1.0
1,0.975
1,0.975
1,0.975
1,0.975
1,0.975
1,0.975
1,0.975
1,1.0
1,0.975
1,0.975
1,0.975
1,0.975
1,1.0
1,0.975
1,0.975
1,0.975
1,0.975
1,0.975
1,0.975
1,0.975
1,0.975
1,0.975
1,1.0
1,1.0
1,0.975
1,0.975
1,0.975
1,0.975
1,0.975
1,0.975
1,0.975
1,0.975
1,0.975
1,0.975
1,0.975
1,1.0
1,0.975
1,0.975
1,1.0
1,0.975
1,0.975
1,0.975
1,0.975
1,0.975
1,1.0
1,0.975
1,0.975
1,0.975
1,0.975
1,0.975
1,0.975
1,0.975
1,0.975
1,0.975
1,0.975
1,0.975
1,1.0
1,0.975
1,0.975
1,0.975
1,0.975
1,0.975
1,0.975
1,0.975
1,0.975
1,0.975
1,0.975
1,0.975
0.7949999999999999,0.87
1,0.975
0.895,0.95
1,0.975
1,1.0
1,0.975
1,1.0
1,0.975
1,1.0
1,0.975
1,0.975
1,1.0
1,0.975
1,0.975
1,1.0
1,1.0
1,0.975
1,0.975
1,1.0
1,0.975
1,1.0
1,0.975
1,1.0
1,0.975
1,1.0
1.0,0.945
1,0.975
1,0.975
1,0.975
1,1.0
1,1.0
1,0.975
1,0.975
1,1.0
1,1.0
1,0.975
1,1.0
1,0.975
1,1.0
1,0.975
1,0.975
1,1.0
1.0,1
1,0.975
1,1.0
1,0.975
1,0.895
1,1.0
1,1.0
1,0.975
1,0.975
1,0.975
1,0.975
1,0.975
1,1.0
1,0.945
1,1.0
1,0.975
1,1
1,0.975
1,0.975
1,0.975
1,0.97
1,0.975
1,1.0
1,0.975
1,0.975
1,0.975
1,0.975
1,0.975
1,0.975
1,0.975
1,0.975
1,0.975
1,0.975
1,0.975
1,1.0
1,0.975
1,0.975
1,0.975
1,0.975
1,0.975
1,0.975
1,0.975
1,1.0
1,0.945
1,0.975
1,0.975
1,0.975
1,0.975
1,0.975
1,0.975
1,1.0
1,0.975
1,0.975
1,0.975
1,0.975
1,0.975
1,1.0
1,0.975
1,0.975
1,0.975
1,0.975
1,0.975
1,0.975
1,0.975
1,0.975
1,0.975
1,0.975
1,1.0
1,0.975
1,0.975
1,0.975
1,0.975
1,0.975
1,0.975
1,0.975
1,0.975
1,0.975
