Wall time,Step,Value
1678787225.287862,960,0.27795174717903137
1678787226.5178623,1920,0.388033390045166
1678787227.9364033,2880,0.34508660435676575
1678787229.1499128,3840,0.3444249629974365
1678787230.603912,4800,0.36221155524253845
1678787231.791913,5760,0.3309354782104492
1678787233.2739124,6720,0.3414379060268402
1678787234.4469116,7680,0.3319973349571228
1678787235.9799128,8640,0.3060600161552429
1678787237.1569138,9600,0.32356345653533936
1678787238.6849651,10560,0.2904275357723236
1678787239.8649638,11520,0.352666974067688
1678787241.3179655,12480,0.319780558347702
1678787242.449965,13440,0.30212002992630005
1678787243.9799652,14400,0.23467056453227997
1678787245.1459653,15360,0.3018600046634674
1678787246.3694801,16320,0.3465110659599304
1678787247.8314793,17280,0.26997801661491394
1678787249.02148,18240,0.30904945731163025
1678787250.5000124,19200,0.2751723825931549
1678787251.7170112,20160,0.2246464490890503
1678787253.143065,21120,0.2852453887462616
1678787254.3750927,22080,0.22020526230335236
1678787255.811093,23040,0.2123618721961975
1678787257.0350926,24000,0.21936312317848206
1678787258.5066345,24960,0.2559896409511566
1678787259.6851733,25920,0.16018307209014893
1678787261.1487026,26880,0.23889443278312683
1678787262.3177023,27840,0.20092818140983582
1678787263.8067029,28800,0.20115233957767487
1678787264.9657118,29760,0.2756872773170471
1678787266.1667027,30720,0.21882960200309753
1678787267.638246,31680,0.11290115863084793
1678787268.824246,32640,0.173490971326828
1678787270.3027604,33600,0.18824170529842377
1678787271.493761,34560,0.20025824010372162
1678787272.9862764,35520,0.18657590448856354
1678787274.0982766,36480,0.17194679379463196
1678787275.67179,37440,0.13984252512454987
1678787276.7827892,38400,0.12832631170749664
1678787278.3383317,39360,0.16849611699581146
1678787279.440331,40320,0.15683285892009735
1678787281.08987,41280,0.14872890710830688
1678787282.2048705,42240,0.14769403636455536
1678787283.9323833,43200,0.14710958302021027
1678787285.0693834,44160,0.1210116520524025
1678787286.731384,45120,0.0883101150393486
1678787287.8549206,46080,0.15170347690582275
1678787288.9669204,47040,0.1776915043592453
1678787290.5889206,48000,0.06983156502246857
1678787291.7119195,48960,0.08311567455530167
1678787293.3249207,49920,0.07741173356771469
1678787294.46792,50880,0.13104112446308136
1678787296.047921,51840,0.05756909400224686
1678787297.1729205,52800,0.05924438312649727
1678787298.7309206,53760,0.08467892557382584
1678787299.8789215,54720,0.15868017077445984
1678787301.3839202,55680,0.06296627968549728
1678787302.5514557,56640,0.06107667088508606
1678787304.0449955,57600,0.07708989083766937
1678787305.2089937,58560,0.0957077294588089
1678787306.6529953,59520,0.08060785382986069
1678787307.8395286,60480,0.05415987968444824
1678787309.0315278,61440,0.04645805433392525
1678787310.4630694,62400,0.05313817784190178
1678787311.6610682,63360,0.051895566284656525
1678787313.103584,64320,0.041157372295856476
1678787314.3125846,65280,0.048647988587617874
1678787315.770095,66240,0.02702951990067959
1678787316.958095,67200,0.023266101256012917
1678787318.429094,68160,0.03553824499249458
1678787319.6440942,69120,0.03125741332769394
1678787321.0756035,70080,0.022709451615810394
1678787322.2216043,71040,0.04185715317726135
1678787323.638605,72000,0.037775781005620956
1678787324.8201187,72960,0.05471189692616463
1678787326.2881188,73920,0.0494178831577301
1678787327.4931173,74880,0.04349957033991814
1678787329.0951188,75840,0.031291935592889786
1678787330.264118,76800,0.021914906799793243
1678787331.4151187,77760,0.042210694402456284
1678787332.9831522,78720,0.03668978065252304
1678787334.136119,79680,0.012844670563936234
1678787335.6411178,80640,0.0323413610458374
1678787336.7971187,81600,0.02806856483221054
1678787338.228118,82560,0.0391676127910614
1678787339.4261189,83520,0.02012586034834385
