densenet201	10	1	4499.084538	98	45.90902589
resnet50	25	1	4413.245607	500	8.826491215
vgg19	25	1	4540.996098	383	11.85638668
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	1	5985.895893	124	48.27335398
resnet50	25	4	5952.911247	306	19.45395832
vgg19	25	1	6060.772925	500	12.12154585
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	1	6049.018497	123	49.17901217
resnet50	25	8	6028.369877	185	32.58578312
vgg19	25	1	6123.187525	500	12.24637505
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	1	6328.731461	123	51.45310131
resnet50	25	16	6231.719913	117	53.26256336
vgg19	25	1	6376.300477	500	12.75260095
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	1	4310.075893	97	44.4337721
resnet50	25	1	4249.695702	500	8.499391403
vgg19	25	4	4408.276249	103	42.79879853
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	1	9420.937569	202	46.6383048
resnet50	25	4	9392.690651	500	18.7853813
vgg19	25	4	9601.863487	221	43.4473461
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	1	15820.49114	333	47.50898241
resnet50	25	8	15846.83533	500	31.69367065
vgg19	25	4	16092.12786	366	43.96756246
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	1	22357.99414	449	49.79508716
resnet50	25	16	22469.46191	431	52.13332231
vgg19	25	4	22679.67108	500	45.35934216
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	1	4396.122246	99	44.40527521
resnet50	25	1	4310.085027	500	8.620170053
vgg19	25	8	4479.570549	63	71.10429443
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	1	9458.741638	202	46.82545365
resnet50	25	4	9434.611752	500	18.8692235
vgg19	25	8	9643.905136	133	72.51056493
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	1	15883.72584	333	47.69887639
resnet50	25	8	15945.28313	500	31.89056627
vgg19	25	8	16172.78773	220	73.51267149
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	1	24918.8646	500	49.83772921
resnet50	25	16	25089.58204	480	52.26996258
vgg19	25	8	25389.23177	335	75.78875154
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	1	4493.388813	98	45.85090626
resnet50	25	1	4428.978043	500	8.857956085
vgg19	25	16	4623.168045	53	87.22958576
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	1	9722.575359	202	48.13156118
resnet50	25	4	9682.902208	500	19.36580442
vgg19	25	16	9945.686516	112	88.80077246
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	1	16244.44294	332	48.92904501
resnet50	25	8	16272.79776	500	32.54559552
vgg19	25	16	16556.92769	184	89.98330266
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	1	25598.47647	500	51.19695293
resnet50	25	16	25755.95823	482	53.43559798
vgg19	25	16	26054.75023	280	93.05267939
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	4	4568.701569	51	89.5823837
resnet50	25	1	4453.747619	500	8.907495237
vgg19	25	1	4579.20576	382	11.98744963
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	4	6128.183487	66	92.85126495
resnet50	25	4	6004.211445	304	19.75069554
vgg19	25	1	6103.300936	500	12.20660187
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	4	6158.456108	65	94.74547859
resnet50	25	8	6085.429789	184	33.07298798
vgg19	25	1	6176.466047	500	12.35293209
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	4	6464.599686	65	99.45537978
resnet50	25	16	6278.212345	116	54.12252022
vgg19	25	1	6436.644509	500	12.87328902
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	4	4433.698692	51	86.93526848
resnet50	25	1	4329.922721	500	8.659845442
vgg19	25	4	4471.344841	103	43.41111496
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	4	9662.389671	108	89.46657103
resnet50	25	4	9533.130816	500	19.06626163
vgg19	25	4	9744.087063	223	43.69545768
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	4	16157.27509	177	91.28404007
resnet50	25	8	16077.17953	500	32.15435907
vgg19	25	4	16317.55441	369	44.22101465
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	4	22588.55075	236	95.7141981
resnet50	25	16	22543.78144	427	52.79574108
vgg19	25	4	22768.40844	500	45.53681689
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	4	4504.234329	52	86.61989095
resnet50	25	1	4342.32147	500	8.684642941
vgg19	25	8	4531.968155	63	71.93600246
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	4	9735.62117	108	90.14464046
resnet50	25	4	9586.041904	500	19.17208381
vgg19	25	8	9795.490791	134	73.10067755
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	4	16248.56853	177	91.79982223
resnet50	25	8	16120.65055	500	32.24130109
vgg19	25	8	16370.23777	221	74.07347407
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	4	26627.50084	276	96.47645232
resnet50	25	16	26542.27381	500	53.08454762
vgg19	25	8	26870.48292	351	76.55408239
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	4	4534.154091	51	88.90498217
resnet50	25	1	4421.81506	500	8.843630119
vgg19	25	16	4552.633911	52	87.55065214
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	4	9991.565948	108	92.51449952
resnet50	25	4	9848.233639	500	19.69646728
vgg19	25	16	10027.66844	112	89.53275394
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	4	16629.95023	176	94.4883536
resnet50	25	8	16509.23015	500	33.0184603
vgg19	25	16	16739.05852	184	90.97314412
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	4	27199.89571	274	99.26969236
resnet50	25	16	27134.38626	500	54.26877251
vgg19	25	16	27488.79136	292	94.13969643
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	8	4613.730347	32	144.1790733
resnet50	25	1	4488.513472	500	8.977026943
vgg19	25	1	4611.538904	384	12.0092159
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	8	6148.873398	41	149.9725219
resnet50	25	4	6011.914484	302	19.9070016
vgg19	25	1	6132.096646	500	12.26419329
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	8	6276.836685	41	153.0935777
resnet50	25	8	6099.644423	183	33.33139029
vgg19	25	1	6222.391676	500	12.44478335
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	8	6552.998032	41	159.8292203
resnet50	25	16	6309.46701	116	54.39195699
vgg19	25	1	6445.866296	500	12.89173259
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	8	4512.114258	32	141.0035706
resnet50	25	1	4352.167109	500	8.704334217
vgg19	25	4	4498.02544	103	43.67014991
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	8	9829.038635	68	144.5446858
resnet50	25	4	9638.2288	500	19.2764576
vgg19	25	4	9825.288387	224	43.86289459
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	8	16343.39211	111	147.2377667
resnet50	25	8	16178.89951	500	32.35779902
vgg19	25	4	16417.45774	370	44.3715074
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	8	22898.97649	148	154.7228141
resnet50	25	16	22698.53262	426	53.28294043
vgg19	25	4	22904.03096	500	45.80806193
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	8	4483.573959	32	140.1116862
resnet50	25	1	4316.761095	500	8.63352219
vgg19	25	8	4460.499634	62	71.94354248
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	8	9906.667038	68	145.68628
resnet50	25	4	9650.126856	500	19.30025371
vgg19	25	8	9845.537842	134	73.474163
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	8	16456.12309	111	148.2533612
resnet50	25	8	16253.66698	500	32.50733395
vgg19	25	8	16473.14458	221	74.53911577
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	8	26954.88977	173	155.8086114
resnet50	25	16	26756.94563	500	53.51389127
vgg19	25	8	27050.79387	351	77.0677888
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	8	4597.811752	32	143.6816173
resnet50	25	1	4417.589247	500	8.835178493
vgg19	25	16	4569.543198	52	87.87583072
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	8	10149.44144	68	149.2564917
resnet50	25	4	9919.624445	500	19.83924889
vgg19	25	16	10189.84756	113	90.1756421
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	8	16789.29114	110	152.6299194
resnet50	25	8	16631.5221	500	33.2630442
vgg19	25	16	16854.39078	184	91.59994988
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	8	27587.67694	172	160.3934706
resnet50	25	16	27384.24082	500	54.76848164
vgg19	25	16	27712.43008	292	94.90558245
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	16	4716.555283	21	224.5978706
resnet50	25	1	4528.227214	500	9.056454428
vgg19	25	1	4652.398851	381	12.21102061
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	16	6210.925537	27	230.0342792
resnet50	25	4	6078.63376	302	20.12792636
vgg19	25	1	6170.536801	500	12.3410736
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	16	6345.69838	27	235.0258659
resnet50	25	8	6158.023306	183	33.65040058
vgg19	25	1	6265.833986	500	12.53166797
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	16	6638.661484	27	245.8763513
resnet50	25	16	6394.961208	116	55.12897593
vgg19	25	1	6522.476677	500	13.04495335
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	16	4534.213669	21	215.9149366
resnet50	25	1	4324.26733	500	8.64853466
vgg19	25	4	4476.810806	103	43.46418259
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	16	10028.66635	45	222.8592523
resnet50	25	4	9711.706038	500	19.42341208
vgg19	25	4	9933.59412	225	44.1493072
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	16	16576.60461	73	227.0767755
resnet50	25	8	16331.52952	500	32.66305905
vgg19	25	4	16538.73644	371	44.57880442
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	16	23101.77248	97	238.1626028
resnet50	25	16	22885.38208	425	53.84795783
vgg19	25	4	23070.51238	500	46.14102477
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	16	4583.27919	21	218.25139
resnet50	25	1	4389.550693	500	8.779101385
vgg19	25	8	4591.785301	63	72.88548097
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	16	10100.56996	45	224.4571103
resnet50	25	4	9745.554306	500	19.49110861
vgg19	25	8	10004.28686	135	74.10582857
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	16	16680.60396	73	228.5014241
resnet50	25	8	16357.02647	500	32.71405295
vgg19	25	8	16566.82069	221	74.96298957
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	16	27321.78537	114	239.6647839
resnet50	25	16	27003.88145	500	54.0077629
vgg19	25	8	27304.26771	352	77.56894235
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	16	4673.779495	21	222.5609283
resnet50	25	1	4474.538125	500	8.94907625
vgg19	25	16	4613.175514	52	88.71491374
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	16	10328.17084	45	229.5149075
resnet50	25	4	9990.836517	500	19.98167303
vgg19	25	16	10244.93942	113	90.66318073
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	16	16953.71854	72	235.468313
resnet50	25	8	16784.24586	500	33.56849173
vgg19	25	16	17078.38032	185	92.31556928
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	16	27857.15781	113	246.5235204
resnet50	25	16	27657.94702	500	55.31589404
vgg19	25	16	27949.26405	292	95.71665769
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	1	3797.977364	83	45.75876342
resnet50	50	1	3761.531068	500	7.523062137
vgg19	25	1	3850.486078	318	12.10844679
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	1	5900.982368	112	52.68734258
resnet50	50	4	5833.413596	500	11.66682719
vgg19	25	1	5962.825899	453	13.16297108
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	1	6865.770206	122	56.27680497
resnet50	50	8	6806.372169	349	19.50249905
vgg19	25	1	6925.172	500	13.850344
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	1	7650.771507	121	63.22951659
resnet50	50	16	7585.856407	228	33.27130003
vgg19	25	1	7699.030161	500	15.39806032
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	1	3689.875324	84	43.92708719
resnet50	50	1	3648.16762	500	7.29633524
vgg19	25	4	3773.922047	87	43.37841433
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	1	5750.843224	112	51.3468145
resnet50	50	4	5680.735804	500	11.36147161
vgg19	25	4	5834.084106	123	47.4315781
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	1	9534.56506	175	54.48322891
resnet50	50	8	9501.656731	500	19.00331346
vgg19	25	4	9689.956421	197	49.18759605
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	1	16140.17296	266	60.67734196
resnet50	50	16	16156.23892	500	32.31247784
vgg19	25	4	16354.40924	303	53.97494798
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	1	3735.853207	84	44.47444294
resnet50	50	1	3663.790714	500	7.327581429
vgg19	25	8	3844.674278	53	72.54102412
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	1	5809.93993	112	51.87446366
resnet50	50	4	5724.82967	500	11.44965934
vgg19	25	8	5942.6138	75	79.23485067
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	1	9571.349529	175	54.69342588
resnet50	50	8	9533.075914	500	19.06615183
vgg19	25	8	9724.878304	119	81.72166642
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	1	16307.9943	267	61.07863034
resnet50	50	16	16309.5813	500	32.61916261
vgg19	25	8	16582.85474	185	89.63705267
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	1	3827.296833	85	45.02702157
resnet50	50	1	3781.652995	500	7.563305989
vgg19	25	16	3930.513573	45	87.34474606
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	1	5874.886833	112	52.45434672
resnet50	50	4	5800.274812	500	11.60054962
vgg19	25	16	6010.021744	63	95.39717054
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	1	9794.393883	175	55.96796504
resnet50	50	8	9734.235725	500	19.46847145
vgg19	25	16	9972.501404	100	99.72501404
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	1	16647.41679	265	62.82044073
resnet50	50	16	16672.59407	500	33.34518813
vgg19	25	16	16952.99422	154	110.084378
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	4	3823.656174	43	88.9222366
resnet50	50	1	3764.10214	500	7.52820428
vgg19	25	1	3852.845855	319	12.07788669
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	4	6087.941277	60	101.4656879
resnet50	50	4	5938.655937	500	11.87731187
vgg19	25	1	6073.501211	458	13.26091968
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	4	6947.772552	64	108.5589461
resnet50	50	8	6874.231918	347	19.81046662
vgg19	25	1	6981.584055	500	13.96316811
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	4	7773.196411	63	123.38407
resnet50	50	16	7648.684444	227	33.69464513
vgg19	25	1	7754.650356	500	15.50930071
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	4	3720.869255	43	86.53184314
resnet50	50	1	3586.511073	500	7.173022145
vgg19	25	4	3722.599106	85	43.7952836
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	4	5903.75309	60	98.39588483
resnet50	50	4	5773.025058	500	11.54605012
vgg19	25	4	5946.550957	125	47.57240765
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	4	9753.104477	93	104.8720911
resnet50	50	8	9643.36112	500	19.28672224
vgg19	25	4	9824.677368	198	49.61958267
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	4	16583.165	140	118.4511786
resnet50	50	16	16441.4276	500	32.8828552
vgg19	25	4	16652.43428	306	54.41971987
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	4	3844.559959	44	87.37636271
resnet50	50	1	3714.744638	500	7.429489277
vgg19	25	8	3882.67765	53	73.25806888
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	4	5928.64032	60	98.810672
resnet50	50	4	5756.746913	500	11.51349383
vgg19	25	8	5941.242928	75	79.21657237
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	4	9812.547867	93	105.5112674
resnet50	50	8	9682.782099	500	19.3655642
vgg19	25	8	9903.038582	120	82.52532152
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	4	16697.91148	140	119.2707963
resnet50	50	16	16545.38506	500	33.09077011
vgg19	25	8	16753.7177	185	90.5606362
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	4	3896.111824	44	88.547996
resnet50	50	1	3779.762238	500	7.559524476
vgg19	25	16	3886.392426	44	88.32710058
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	4	6076.793083	60	101.2798847
resnet50	50	4	5914.740985	500	11.82948197
vgg19	25	16	6091.63884	63	96.69268
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	4	9978.728333	92	108.4644384
resnet50	50	8	9887.934362	500	19.77586872
vgg19	25	16	10092.14439	100	100.9214439
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	4	17065.99484	139	122.7769413
resnet50	50	16	16922.05109	500	33.84410218
vgg19	25	16	17145.3913	154	111.3337097
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	8	3816.287292	26	146.7802805
resnet50	50	1	3667.178082	500	7.334356163
vgg19	25	1	3772.471354	306	12.32833776
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	8	6225.076126	38	163.8177928
resnet50	50	4	6002.047672	500	12.00409534
vgg19	25	1	6134.094272	458	13.39321893
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	8	7117.676956	41	173.601877
resnet50	50	8	6909.846054	347	19.91310102
vgg19	25	1	7008.696004	500	14.01739201
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	8	7800.684235	39	200.0175445
resnet50	50	16	7705.360661	227	33.94432009
vgg19	25	1	7799.11079	500	15.59822158
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	8	3780.737381	27	140.0273104
resnet50	50	1	3636.935677	500	7.273871353
vgg19	25	4	3768.147552	86	43.81566922
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	8	5982.514938	38	157.4346036
resnet50	50	4	5772.201294	500	11.54440259
vgg19	25	4	5942.900917	125	47.54320734
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	8	9920.859726	59	168.1501648
resnet50	50	8	9706.831844	500	19.41366369
vgg19	25	4	9899.611309	199	49.7467905
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	8	16736.87776	87	192.3779053
resnet50	50	16	16580.7111	500	33.16142219
vgg19	25	4	16816.72741	307	54.77761372
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	8	3867.269241	27	143.2321941
resnet50	50	1	3683.498178	500	7.366996355
vgg19	25	8	3847.245331	52	73.98548713
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	8	6045.568283	38	159.0939022
resnet50	50	4	5813.270756	500	11.62654151
vgg19	25	8	5965.129082	75	79.53505442
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	8	9859.43985	58	169.9903422
resnet50	50	8	9740.582195	500	19.48116439
vgg19	25	8	9947.505104	120	82.89587587
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	8	16846.94989	87	193.6431022
resnet50	50	16	16691.8673	500	33.38373459
vgg19	25	8	16977.10487	186	91.27475734
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	8	3775.116638	26	145.1967938
resnet50	50	1	3675.201599	500	7.350403198
vgg19	25	16	3836.556389	43	89.2222416
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	8	6191.871353	38	162.943983
resnet50	50	4	5955.472542	500	11.91094508
vgg19	25	16	6122.827583	63	97.18773942
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	8	10149.85767	58	174.997546
resnet50	50	8	10001.95662	500	20.00391324
vgg19	25	16	10194.13259	100	101.9413259
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	8	17305.72893	87	198.9164245
resnet50	50	16	17082.54239	500	34.16508477
vgg19	25	16	17292.51372	154	112.2890501
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	16	3864.057831	17	227.2975195
resnet50	50	1	3710.966431	500	7.421932861
vgg19	25	1	3812.174017	307	12.41750494
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	16	6273.301636	25	250.9320654
resnet50	50	4	6051.84534	500	12.10369068
vgg19	25	1	6189.359909	459	13.48444425
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	16	7177.87056	27	265.8470578
resnet50	50	8	6986.794191	346	20.1930468
vgg19	25	1	7092.711067	500	14.18542213
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	16	7892.006622	26	303.5387162
resnet50	50	16	7764.333305	226	34.3554571
vgg19	25	1	7877.565834	500	15.75513167
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	16	3932.439941	18	218.4688856
resnet50	50	1	3660.923109	500	7.321846217
vgg19	25	4	3781.818665	85	44.49198429
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	16	6076.69931	25	243.0679724
resnet50	50	4	5859.316415	500	11.71863283
vgg19	25	4	6012.595543	125	48.10076434
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	16	10023.94983	39	257.0243546
resnet50	50	8	9793.99197	500	19.58798394
vgg19	25	4	9971.438583	199	50.10773157
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	16	16988.66544	58	292.9080248
resnet50	50	16	16775.82729	500	33.55165459
vgg19	25	4	16972.23064	307	55.28413888
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	16	3764.36937	17	221.4334923
resnet50	50	1	3621.12934	500	7.242258679
vgg19	25	8	3787.851578	51	74.27159956
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	16	6110.377792	25	244.4151117
resnet50	50	4	5850.829507	500	11.70165901
vgg19	25	8	6007.051582	75	80.0940211
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	16	10090.55952	39	258.7322955
resnet50	50	8	9839.713276	500	19.67942655
vgg19	25	8	10036.54198	120	83.63784981
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	16	17108.95087	58	294.9819115
resnet50	50	16	16902.73907	500	33.80547815
vgg19	25	8	17149.69804	186	92.20267765
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	16	3823.275345	17	224.8985497
resnet50	50	1	3680.117885	500	7.360235769
vgg19	25	16	3861.470749	43	89.80164532
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	16	6241.704865	25	249.6681946
resnet50	50	4	6000.879744	500	12.00175949
vgg19	25	16	6160.870842	63	97.79160067
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	16	10349.27083	39	265.3659187
resnet50	50	8	10060.22451	500	20.12044902
vgg19	25	16	10258.63585	100	102.5863585
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	16	17586.86459	58	303.2218033
resnet50	50	16	17291.27894	500	34.58255788
vgg19	25	16	17580.62495	155	113.4233868
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	1	3283.383457	63	52.11719773
resnet50	10	1	3195.388611	139	22.98840727
vgg19	50	1	3283.184028	500	6.566368055
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	1	3313.000153	63	52.58730401
resnet50	10	4	3145.430618	60	52.42384364
vgg19	50	1	3306.350275	500	6.612700549
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	1	3337.501381	63	52.9762124
resnet50	10	8	3066.145378	35	87.60415366
vgg19	50	1	3324.639744	500	6.649279489
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	1	3376.718159	63	53.59870093
resnet50	10	16	3023.271378	22	137.4214263
vgg19	50	1	3379.910467	500	6.759820933
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	1	10616.45945	219	48.47698381
resnet50	10	1	10606.34243	499	21.25519525
vgg19	50	4	10757.47192	500	21.51494385
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	1	10675.78109	218	48.97147291
resnet50	10	4	10633.26895	218	48.77646306
vgg19	50	4	10828.31417	500	21.65662833
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	1	10743.9328	218	49.2840954
resnet50	10	8	10633.38466	129	82.42933844
vgg19	50	4	10875.66665	500	21.7513333
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	1	10862.15719	217	50.05602393
resnet50	10	16	10709.87505	82	130.6082324
vgg19	50	4	11000.67327	500	22.00134655
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	1	11239.03773	221	50.85537435
resnet50	10	1	11231.11238	500	22.46222476
vgg19	50	8	11414.7155	302	37.79707119
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	1	18797.62044	366	51.35961869
resnet50	10	4	18841.23664	365	51.6198264
vgg19	50	8	19092.93687	500	38.18587374
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	1	18932.47395	366	51.7280709
resnet50	10	8	18886.31732	219	86.23889188
vgg19	50	8	19183.07624	500	38.36615247
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	1	19152.8322	365	52.47351286
resnet50	10	16	19038.65912	139	136.9687706
vgg19	50	8	19421.73019	500	38.84346038
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	1	12036.90155	220	54.71318886
resnet50	10	1	12004.05021	500	24.00810043
vgg19	50	16	12248.24337	253	48.41202913
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	1	24125.74551	438	55.08161074
resnet50	10	4	24171.7666	437	55.31296704
vgg19	50	16	24447.07121	500	48.89414242
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	1	24239.27003	437	55.46743714
resnet50	10	8	24282.48662	264	91.97911598
vgg19	50	16	24575.4594	500	49.15091879
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	1	24596.41993	436	56.41380719
resnet50	10	16	24459.39813	168	145.5916555
vgg19	50	16	24912.75442	500	49.82550884
model name	gpu resource	batchsize	total latency	real exec times	avg latency
densenet201	10	4	3402.516212	34	100.0740062
resnet50	10	1	3257.248314	140	23.26605939
