model1 name,gpu1,batch1,total latency,exec times,avg latency,L1RL2,L1WL2,L2RD,L2WD,L2Hit,L2Miss,single latency,,model2 name,gpu2,batch2,total latency,exec times,avg latency,L1RL2,L1WL2,L2RD,L2WD,L2Hit,L2Miss,single latency,,model3 name,gpu3,batch3,total latency,exec times,avg latency,L1RL2,L1WL2,L2RD,L2WD,L2Hit,L2Miss,single latency
densenet201,10,1,8981.605213165283,176,51.031847802075475,33748376,11919659,14975334,785493,33699656,14956290,21.26761183,,resnet50,50,8,8925.909122467041,500,17.851818244934083,122067245,46760300,66488019,33552815,106782986,66431448,14.50615452,,vgg19,10,1,9110.085914611816,266,34.24844328801435,82015702,10675579,46541866,7562862,48121837,46589034,28.13270403,
densenet201,10,1,15171.816341400146,270,56.1919123755561,33748376,11919659,14975334,785493,33699656,14956290,21.26761183,,resnet50,50,16,15167.264419555664,500,30.33452883911133,233059238,94331313,149695382,77602051,185841895,149620531,24.43218494,,vgg19,10,1,15365.577690124512,409,37.56864960910639,82015702,10675579,46541866,7562862,48121837,46589034,28.13270403,
densenet201,10,1,3619.7371864318848,87,41.60617455668833,33748376,11919659,14975334,785493,33699656,14956290,21.26761183,,resnet50,50,1,3577.3417592048645,500,7.154683518409729,23677361,7616913,11029389,2078291,21742570,11016746,5.655439043,,vgg19,10,4,3726.5988998413086,33,112.92723938913056,273017207,29326083,135791214,25494581,172553377,135944096,101.4805739,
densenet201,10,1,5295.601551055908,112,47.28215670585632,33748376,11919659,14975334,785493,33699656,14956290,21.26761183,,resnet50,50,4,5222.509596824646,500,10.445019193649292,72401170,21513310,29746597,11292881,66603441,29763435,7.710668159,,vgg19,10,4,5408.058387756348,45,120.17907528347439,273017207,29326083,135791214,25494581,172553377,135944096,101.4805739,
densenet201,10,1,8892.808212280273,176,50.5273193879561,33748376,11919659,14975334,785493,33699656,14956290,21.26761183,,resnet50,50,8,8871.978622436523,500,17.743957244873048,122067245,46760300,66488019,33552815,106782986,66431448,14.50615452,,vgg19,10,4,9043.779052734375,72,125.60804239908855,273017207,29326083,135791214,25494581,172553377,135944096,101.4805739,
densenet201,10,1,15064.386089324951,271,55.58814055101458,33748376,11919659,14975334,785493,33699656,14956290,21.26761183,,resnet50,50,16,15078.440088272095,500,30.15688017654419,233059238,94331313,149695382,77602051,185841895,149620531,24.43218494,,vgg19,10,4,15327.896781921387,112,136.85622126715523,273017207,29326083,135791214,25494581,172553377,135944096,101.4805739,
densenet201,10,1,3644.4830169677734,88,41.414579738270156,33748376,11919659,14975334,785493,33699656,14956290,21.26761183,,resnet50,50,1,3602.3766713142395,500,7.204753342628479,23677361,7616913,11029389,2078291,21742570,11016746,5.655439043,,vgg19,10,8,3880.0745239257812,21,184.7654535202753,495440643,105059072,131867439,98650634,480482103,131831978,230.2151921,
densenet201,10,1,5228.423122406006,111,47.102911012666716,33748376,11919659,14975334,785493,33699656,14956290,21.26761183,,resnet50,50,4,5186.53696346283,500,10.37307392692566,72401170,21513310,29746597,11292881,66603441,29763435,7.710668159,,vgg19,10,8,5474.512603759766,28,195.51830727713448,495440643,105059072,131867439,98650634,480482103,131831978,230.2151921,
densenet201,10,1,8844.186023712158,176,50.25105695290999,33748376,11919659,14975334,785493,33699656,14956290,21.26761183,,resnet50,50,8,8829.0950756073,500,17.6581901512146,122067245,46760300,66488019,33552815,106782986,66431448,14.50615452,,vgg19,10,8,9150.089904785156,45,203.33533121744793,495440643,105059072,131867439,98650634,480482103,131831978,230.2151921,
densenet201,10,1,15002.086948394775,271,55.35825442212094,33748376,11919659,14975334,785493,33699656,14956290,21.26761183,,resnet50,50,16,15039.83729171753,500,30.079674583435057,233059238,94331313,149695382,77602051,185841895,149620531,24.43218494,,vgg19,10,8,15257.914123535156,69,221.1291901961617,495440643,105059072,131867439,98650634,480482103,131831978,230.2151921,
densenet201,10,1,3593.5468254089355,86,41.785428202429486,33748376,11919659,14975334,785493,33699656,14956290,21.26761183,,resnet50,50,1,3531.71728181839,500,7.06343456363678,23677361,7616913,11029389,2078291,21742570,11016746,5.655439043,,vgg19,10,16,3768.173629760742,17,221.6572723388672,571446308,209071721,222473102,201490841,570160058,222409145,267.4129953,
densenet201,10,1,5281.812580108643,111,47.58389711809588,33748376,11919659,14975334,785493,33699656,14956290,21.26761183,,resnet50,50,4,5239.56076335907,500,10.47912152671814,72401170,21513310,29746597,11292881,66603441,29763435,7.710668159,,vgg19,10,16,5402.145706176758,23,234.8759002685547,571446308,209071721,222473102,201490841,570160058,222409145,267.4129953,
densenet201,10,1,8885.178298950195,176,50.483967607671566,33748376,11919659,14975334,785493,33699656,14956290,21.26761183,,resnet50,50,8,8868.235536575317,500,17.736471073150636,122067245,46760300,66488019,33552815,106782986,66431448,14.50615452,,vgg19,10,16,9240.613250732422,38,243.1740329140111,571446308,209071721,222473102,201490841,570160058,222409145,267.4129953,
densenet201,10,1,15093.172454833984,270,55.90063872160735,33748376,11919659,14975334,785493,33699656,14956290,21.26761183,,resnet50,50,16,15136.216073989868,500,30.272432147979735,233059238,94331313,149695382,77602051,185841895,149620531,24.43218494,,vgg19,10,16,15334.905090332031,58,264.39491535055225,571446308,209071721,222473102,201490841,570160058,222409145,267.4129953,
densenet201,10,4,3717.842399597168,45,82.61871999104818,115482544,46107774,61221372,18164543,105360088,61443204,58.67592487,,resnet50,50,1,3574.1276154518127,500,7.148255230903626,23677361,7616913,11029389,2078291,21742570,11016746,5.655439043,,vgg19,10,1,3683.598430633545,119,30.954608660786093,82015702,10675579,46541866,7562862,48121837,46589034,28.13270403,
densenet201,10,4,5525.6263427734375,60,92.0937723795573,115482544,46107774,61221372,18164543,105360088,61443204,58.67592487,,resnet50,50,4,5403.920228004456,500,10.807840456008911,72401170,21513310,29746597,11292881,66603441,29763435,7.710668159,,vgg19,10,1,5556.9121742248535,168,33.07685817990984,82015702,10675579,46541866,7562862,48121837,46589034,28.13270403,
densenet201,10,4,9163.587455749512,94,97.48497293350545,115482544,46107774,61221372,18164543,105360088,61443204,58.67592487,,resnet50,50,8,9041.926721572876,500,18.083853443145752,122067245,46760300,66488019,33552815,106782986,66431448,14.50615452,,vgg19,10,1,9221.767780303955,268,34.40958126979088,82015702,10675579,46541866,7562862,48121837,46589034,28.13270403,
densenet201,10,4,15504.763648986816,142,109.18847640131561,115482544,46107774,61221372,18164543,105360088,61443204,58.67592487,,resnet50,50,16,15393.360883712769,500,30.786721767425536,233059238,94331313,149695382,77602051,185841895,149620531,24.43218494,,vgg19,10,1,15589.104946136475,412,37.837633364408916,82015702,10675579,46541866,7562862,48121837,46589034,28.13270403,
densenet201,10,4,3659.588935852051,45,81.32419857449001,115482544,46107774,61221372,18164543,105360088,61443204,58.67592487,,resnet50,50,1,3556.4232625961304,500,7.112846525192261,23677361,7616913,11029389,2078291,21742570,11016746,5.655439043,,vgg19,10,4,3736.1557693481445,33,113.21684149539831,273017207,29326083,135791214,25494581,172553377,135944096,101.4805739,
densenet201,10,4,5451.5301513671875,60,90.8588358561198,115482544,46107774,61221372,18164543,105360088,61443204,58.67592487,,resnet50,50,4,5320.475457191467,500,10.640950914382934,72401170,21513310,29746597,11292881,66603441,29763435,7.710668159,,vgg19,10,4,5566.14680480957,46,121.0031914089037,273017207,29326083,135791214,25494581,172553377,135944096,101.4805739,
densenet201,10,4,9073.702323913574,94,96.52874812674015,115482544,46107774,61221372,18164543,105360088,61443204,58.67592487,,resnet50,50,8,8979.934732437134,500,17.959869464874266,122067245,46760300,66488019,33552815,106782986,66431448,14.50615452,,vgg19,10,4,9210.65274810791,73,126.17332531654671,273017207,29326083,135791214,25494581,172553377,135944096,101.4805739,
densenet201,10,4,15425.264450073242,143,107.86898216834435,115482544,46107774,61221372,18164543,105360088,61443204,58.67592487,,resnet50,50,16,15310.23561668396,500,30.62047123336792,233059238,94331313,149695382,77602051,185841895,149620531,24.43218494,,vgg19,10,4,15553.548202514648,113,137.64201949128008,273017207,29326083,135791214,25494581,172553377,135944096,101.4805739,
densenet201,10,4,3653.2676849365234,45,81.18372633192274,115482544,46107774,61221372,18164543,105360088,61443204,58.67592487,,resnet50,50,1,3559.01695394516,500,7.11803390789032,23677361,7616913,11029389,2078291,21742570,11016746,5.655439043,,vgg19,10,8,3708.272964477539,20,185.41364822387695,495440643,105059072,131867439,98650634,480482103,131831978,230.2151921,
densenet201,10,4,5418.687393188477,60,90.31145655314127,115482544,46107774,61221372,18164543,105360088,61443204,58.67592487,,resnet50,50,4,5274.3287925720215,500,10.548657585144044,72401170,21513310,29746597,11292881,66603441,29763435,7.710668159,,vgg19,10,8,5511.1275634765625,28,196.82598440987724,495440643,105059072,131867439,98650634,480482103,131831978,230.2151921,
densenet201,10,4,9051.511054992676,94,96.29267079779443,115482544,46107774,61221372,18164543,105360088,61443204,58.67592487,,resnet50,50,8,8943.481422424316,500,17.886962844848632,122067245,46760300,66488019,33552815,106782986,66431448,14.50615452,,vgg19,10,8,9215.02035522461,45,204.77823011610243,495440643,105059072,131867439,98650634,480482103,131831978,230.2151921,
densenet201,10,4,15375.016456604004,143,107.5175975986294,115482544,46107774,61221372,18164543,105360088,61443204,58.67592487,,resnet50,50,16,15254.26990890503,500,30.508539817810057,233059238,94331313,149695382,77602051,185841895,149620531,24.43218494,,vgg19,10,8,15581.552688598633,70,222.59360983712332,495440643,105059072,131867439,98650634,480482103,131831978,230.2151921,
densenet201,10,4,3758.9326705932617,46,81.71592762159264,115482544,46107774,61221372,18164543,105360088,61443204,58.67592487,,resnet50,50,1,3629.339579105377,500,7.258679158210755,23677361,7616913,11029389,2078291,21742570,11016746,5.655439043,,vgg19,10,16,3782.362503051758,17,222.49191194422104,571446308,209071721,222473102,201490841,570160058,222409145,267.4129953,
densenet201,10,4,5471.119102478027,60,91.1853183746338,115482544,46107774,61221372,18164543,105360088,61443204,58.67592487,,resnet50,50,4,5318.390079498291,500,10.636780158996583,72401170,21513310,29746597,11292881,66603441,29763435,7.710668159,,vgg19,10,16,5665.753326416016,24,236.07305526733398,571446308,209071721,222473102,201490841,570160058,222409145,267.4129953,
densenet201,10,4,9137.694534301758,94,97.20951632235912,115482544,46107774,61221372,18164543,105360088,61443204,58.67592487,,resnet50,50,8,9011.910818099976,500,18.02382163619995,122067245,46760300,66488019,33552815,106782986,66431448,14.50615452,,vgg19,10,16,9337.773056030273,38,245.73086989553352,571446308,209071721,222473102,201490841,570160058,222409145,267.4129953,
densenet201,10,4,15446.451957702637,142,108.77783068804673,115482544,46107774,61221372,18164543,105360088,61443204,58.67592487,,resnet50,50,16,15372.409091949463,500,30.744818183898925,233059238,94331313,149695382,77602051,185841895,149620531,24.43218494,,vgg19,10,16,15730.321517944336,59,266.6156189482091,571446308,209071721,222473102,201490841,570160058,222409145,267.4129953,
densenet201,10,8,3784.612564086914,28,135.1647344316755,185755726,95172541,127893672,60173593,161762443,127375227,103.2913113,,resnet50,50,1,3586.503740787506,500,7.173007481575012,23677361,7616913,11029389,2078291,21742570,11016746,5.655439043,,vgg19,10,1,3701.183174133301,119,31.102379614565553,82015702,10675579,46541866,7562862,48121837,46589034,28.13270403,
densenet201,10,8,5645.240951538086,38,148.558972408897,185755726,95172541,127893672,60173593,161762443,127375227,103.2913113,,resnet50,50,4,5426.337851524353,500,10.852675703048707,72401170,21513310,29746597,11292881,66603441,29763435,7.710668159,,vgg19,10,1,5579.706993103027,168,33.212541625613255,82015702,10675579,46541866,7562862,48121837,46589034,28.13270403,
densenet201,10,8,9312.35400390625,59,157.8365085407839,185755726,95172541,127893672,60173593,161762443,127375227,103.2913113,,resnet50,50,8,9151.307014465332,500,18.302614028930662,122067245,46760300,66488019,33552815,106782986,66431448,14.50615452,,vgg19,10,1,9340.262166976929,269,34.722164189505314,82015702,10675579,46541866,7562862,48121837,46589034,28.13270403,
densenet201,10,8,15704.489044189453,89,176.45493308078036,185755726,95172541,127893672,60173593,161762443,127375227,103.2913113,,resnet50,50,16,15516.705234527588,500,31.033410469055177,233059238,94331313,149695382,77602051,185841895,149620531,24.43218494,,vgg19,10,1,15717.209049224854,414,37.964273065760516,82015702,10675579,46541866,7562862,48121837,46589034,28.13270403,
densenet201,10,8,3719.6224365234375,28,132.84365844726562,185755726,95172541,127893672,60173593,161762443,127375227,103.2913113,,resnet50,50,1,3632.4773449897766,500,7.264954689979553,23677361,7616913,11029389,2078291,21742570,11016746,5.655439043,,vgg19,10,4,3753.0731658935547,33,113.72948987556227,273017207,29326083,135791214,25494581,172553377,135944096,101.4805739,
densenet201,10,8,5565.154632568359,38,146.45143769916734,185755726,95172541,127893672,60173593,161762443,127375227,103.2913113,,resnet50,50,4,5355.215092658997,500,10.710430185317993,72401170,21513310,29746597,11292881,66603441,29763435,7.710668159,,vgg19,10,4,5576.4648513793945,46,121.22749676911727,273017207,29326083,135791214,25494581,172553377,135944096,101.4805739,
densenet201,10,8,9191.090515136719,59,155.7811951718088,185755726,95172541,127893672,60173593,161762443,127375227,103.2913113,,resnet50,50,8,9051.531608581543,500,18.103063217163086,122067245,46760300,66488019,33552815,106782986,66431448,14.50615452,,vgg19,10,4,9234.019943237305,73,126.49342387996307,273017207,29326083,135791214,25494581,172553377,135944096,101.4805739,
densenet201,10,8,15585.578826904297,89,175.11886322364379,185755726,95172541,127893672,60173593,161762443,127375227,103.2913113,,resnet50,50,16,15450.1337890625,500,30.900267578125,233059238,94331313,149695382,77602051,185841895,149620531,24.43218494,,vgg19,10,4,15681.037673950195,113,138.77024490221413,273017207,29326083,135791214,25494581,172553377,135944096,101.4805739,
densenet201,10,8,3714.5670471191406,28,132.6631088256836,185755726,95172541,127893672,60173593,161762443,127375227,103.2913113,,resnet50,50,1,3614.15136384964,500,7.22830272769928,23677361,7616913,11029389,2078291,21742570,11016746,5.655439043,,vgg19,10,8,3721.7185668945312,20,186.08592834472657,495440643,105059072,131867439,98650634,480482103,131831978,230.2151921,
densenet201,10,8,5550.025787353516,38,146.05331019351357,185755726,95172541,127893672,60173593,161762443,127375227,103.2913113,,resnet50,50,4,5322.810567855835,500,10.64562113571167,72401170,21513310,29746597,11292881,66603441,29763435,7.710668159,,vgg19,10,8,5546.125671386719,28,198.07591683523995,495440643,105059072,131867439,98650634,480482103,131831978,230.2151921,
densenet201,10,8,9175.916198730469,59,155.52400336831303,185755726,95172541,127893672,60173593,161762443,127375227,103.2913113,,resnet50,50,8,9013.131433486938,500,18.026262866973877,122067245,46760300,66488019,33552815,106782986,66431448,14.50615452,,vgg19,10,8,9279.618545532227,45,206.2137454562717,495440643,105059072,131867439,98650634,480482103,131831978,230.2151921,
densenet201,10,8,15563.495010375977,89,174.87073045366265,185755726,95172541,127893672,60173593,161762443,127375227,103.2913113,,resnet50,50,16,15427.753044128418,500,30.855506088256835,233059238,94331313,149695382,77602051,185841895,149620531,24.43218494,,vgg19,10,8,15682.041000366211,70,224.02915714808873,495440643,105059072,131867439,98650634,480482103,131831978,230.2151921,
densenet201,10,8,3751.8814544677734,28,133.9957662309919,185755726,95172541,127893672,60173593,161762443,127375227,103.2913113,,resnet50,50,1,3590.2826867103577,500,7.180565373420715,23677361,7616913,11029389,2078291,21742570,11016746,5.655439043,,vgg19,10,16,3805.711456298828,17,223.865379782284,571446308,209071721,222473102,201490841,570160058,222409145,267.4129953,
densenet201,10,8,5591.061721801758,38,147.13320320530943,185755726,95172541,127893672,60173593,161762443,127375227,103.2913113,,resnet50,50,4,5359.576522827148,500,10.719153045654297,72401170,21513310,29746597,11292881,66603441,29763435,7.710668159,,vgg19,10,16,5681.385055541992,24,236.72437731424967,571446308,209071721,222473102,201490841,570160058,222409145,267.4129953,
densenet201,10,8,9242.13558959961,59,156.64636592541711,185755726,95172541,127893672,60173593,161762443,127375227,103.2913113,,resnet50,50,8,9080.09296989441,500,18.160185939788818,122067245,46760300,66488019,33552815,106782986,66431448,14.50615452,,vgg19,10,16,9413.541915893555,38,247.7247872603567,571446308,209071721,222473102,201490841,570160058,222409145,267.4129953,
densenet201,10,8,15694.351531982422,89,176.3410284492407,185755726,95172541,127893672,60173593,161762443,127375227,103.2913113,,resnet50,50,16,15532.664991378784,500,31.065329982757568,233059238,94331313,149695382,77602051,185841895,149620531,24.43218494,,vgg19,10,16,15890.193252563477,59,269.32530936548267,571446308,209071721,222473102,201490841,570160058,222409145,267.4129953,
densenet201,10,16,3797.1732788085938,18,210.95407104492188,399345355,182975984,295435973,141117653,304906266,295669076,196.3176076,,resnet50,50,1,3614.91353559494,500,7.22982707118988,23677361,7616913,11029389,2078291,21742570,11016746,5.655439043,,vgg19,10,1,3725.991641998291,119,31.31085413443942,82015702,10675579,46541866,7562862,48121837,46589034,28.13270403,
densenet201,10,16,5704.4747314453125,25,228.1789892578125,399345355,182975984,295435973,141117653,304906266,295669076,196.3176076,,resnet50,50,4,5458.063298225403,500,10.916126596450805,72401170,21513310,29746597,11292881,66603441,29763435,7.710668159,,vgg19,10,1,5625.206521987915,169,33.28524569223618,82015702,10675579,46541866,7562862,48121837,46589034,28.13270403,
densenet201,10,16,9402.045822143555,39,241.07809800368088,399345355,182975984,295435973,141117653,304906266,295669076,196.3176076,,resnet50,50,8,9202.855073928833,500,18.405710147857665,122067245,46760300,66488019,33552815,106782986,66431448,14.50615452,,vgg19,10,1,9379.563865661621,269,34.86826715859339,82015702,10675579,46541866,7562862,48121837,46589034,28.13270403,
densenet201,10,16,15990.22834777832,59,271.0208194538698,399345355,182975984,295435973,141117653,304906266,295669076,196.3176076,,resnet50,50,16,15707.727924346924,500,31.41545584869385,233059238,94331313,149695382,77602051,185841895,149620531,24.43218494,,vgg19,10,1,15908.924272537231,415,38.334757283222245,82015702,10675579,46541866,7562862,48121837,46589034,28.13270403,
densenet201,10,16,3930.5193481445312,19,206.86943937602797,399345355,182975984,295435973,141117653,304906266,295669076,196.3176076,,resnet50,50,1,3683.7873883247375,500,7.367574776649475,23677361,7616913,11029389,2078291,21742570,11016746,5.655439043,,vgg19,10,4,3873.6455001831055,34,113.93075000538545,273017207,29326083,135791214,25494581,172553377,135944096,101.4805739,
densenet201,10,16,5644.273681640625,25,225.770947265625,399345355,182975984,295435973,141117653,304906266,295669076,196.3176076,,resnet50,50,4,5398.130206108093,500,10.796260412216187,72401170,21513310,29746597,11292881,66603441,29763435,7.710668159,,vgg19,10,4,5597.100883483887,46,121.67610616269319,273017207,29326083,135791214,25494581,172553377,135944096,101.4805739,
densenet201,10,16,9307.599487304688,39,238.65639711037662,399345355,182975984,295435973,141117653,304906266,295669076,196.3176076,,resnet50,50,8,9125.367826461792,500,18.250735652923584,122067245,46760300,66488019,33552815,106782986,66431448,14.50615452,,vgg19,10,4,9405.505195617676,74,127.10142156240103,273017207,29326083,135791214,25494581,172553377,135944096,101.4805739,
densenet201,10,16,15858.335433959961,59,268.7853463383044,399345355,182975984,295435973,141117653,304906266,295669076,196.3176076,,resnet50,50,16,15624.506620407104,500,31.249013240814207,233059238,94331313,149695382,77602051,185841895,149620531,24.43218494,,vgg19,10,4,15898.798629760742,114,139.46314587509423,273017207,29326083,135791214,25494581,172553377,135944096,101.4805739,
densenet201,10,16,3735.0806427001953,18,207.50448015001086,399345355,182975984,295435973,141117653,304906266,295669076,196.3176076,,resnet50,50,1,3608.8427238464355,500,7.217685447692871,23677361,7616913,11029389,2078291,21742570,11016746,5.655439043,,vgg19,10,8,3737.8819885253906,20,186.89409942626952,495440643,105059072,131867439,98650634,480482103,131831978,230.2151921,
densenet201,10,16,5651.363418579102,25,226.05453674316405,399345355,182975984,295435973,141117653,304906266,295669076,196.3176076,,resnet50,50,4,5376.403998374939,500,10.752807996749878,72401170,21513310,29746597,11292881,66603441,29763435,7.710668159,,vgg19,10,8,5578.951675415039,28,199.2482741219657,495440643,105059072,131867439,98650634,480482103,131831978,230.2151921,
densenet201,10,16,9323.563201904297,39,239.0657231257512,399345355,182975984,295435973,141117653,304906266,295669076,196.3176076,,resnet50,50,8,9095.581045150757,500,18.191162090301514,122067245,46760300,66488019,33552815,106782986,66431448,14.50615452,,vgg19,10,8,9333.329605102539,45,207.40732455783422,495440643,105059072,131867439,98650634,480482103,131831978,230.2151921,
densenet201,10,16,15822.93051147461,59,268.1852629063493,399345355,182975984,295435973,141117653,304906266,295669076,196.3176076,,resnet50,50,16,15585.88306236267,500,31.17176612472534,233059238,94331313,149695382,77602051,185841895,149620531,24.43218494,,vgg19,10,8,15818.330795288086,70,225.97615421840123,495440643,105059072,131867439,98650634,480482103,131831978,230.2151921,
densenet201,10,16,3768.9979248046875,18,209.3887736002604,399345355,182975984,295435973,141117653,304906266,295669076,196.3176076,,resnet50,50,1,3578.778304576874,500,7.1575566091537475,23677361,7616913,11029389,2078291,21742570,11016746,5.655439043,,vgg19,10,16,3823.544631958008,17,224.91439011517693,571446308,209071721,222473102,201490841,570160058,222409145,267.4129953,
densenet201,10,16,5681.625564575195,25,227.2650225830078,399345355,182975984,295435973,141117653,304906266,295669076,196.3176076,,resnet50,50,4,5417.107389450073,500,10.834214778900147,72401170,21513310,29746597,11292881,66603441,29763435,7.710668159,,vgg19,10,16,5717.295700073242,24,238.22065416971842,571446308,209071721,222473102,201490841,570160058,222409145,267.4129953,
densenet201,10,16,9387.833251953125,39,240.7136731270032,399345355,182975984,295435973,141117653,304906266,295669076,196.3176076,,resnet50,50,8,9145.610275268555,500,18.29122055053711,122067245,46760300,66488019,33552815,106782986,66431448,14.50615452,,vgg19,10,16,9455.884536743164,38,248.83906675639906,571446308,209071721,222473102,201490841,570160058,222409145,267.4129953,
densenet201,10,16,15972.972229003906,59,270.728342864473,399345355,182975984,295435973,141117653,304906266,295669076,196.3176076,,resnet50,50,16,15697.786260604858,500,31.39557252120972,233059238,94331313,149695382,77602051,185841895,149620531,24.43218494,,vgg19,10,16,16008.905212402344,59,271.33737648139567,571446308,209071721,222473102,201490841,570160058,222409145,267.4129953,
densenet201,10,1,3493.8950729370117,83,42.09512136068689,33748376,11919659,14975334,785493,33699656,14956290,21.26761183,,resnet50,70,1,3426.5795826911926,500,6.853159165382385,23761089,7616956,11018847,1857665,21769567,11006199,5.422932773,,vgg19,10,1,3532.4061222076416,115,30.716574975718622,82015702,10675579,46541866,7562862,48121837,46589034,28.13270403,
densenet201,10,1,4642.540756225586,93,49.91979307769447,33748376,11919659,14975334,785493,33699656,14956290,21.26761183,,resnet50,70,4,4570.647204399109,500,9.141294408798219,72242957,21509312,29725659,11457991,66265419,29852818,7.160055056,,vgg19,10,1,4725.369211196899,138,34.2418058782384,82015702,10675579,46541866,7562862,48121837,46589034,28.13270403,
densenet201,10,1,7553.966274261475,138,54.73888604537301,33748376,11919659,14975334,785493,33699656,14956290,21.26761183,,resnet50,70,8,7492.795558929443,500,14.985591117858887,125777233,46740065,65981474,33583871,110799590,66099626,12.95643651,,vgg19,10,1,7660.768684387207,207,37.00854436902032,82015702,10675579,46541866,7562862,48121837,46589034,28.13270403,
densenet201,10,1,12680.514457702637,193,65.70214744923646,33748376,11919659,14975334,785493,33699656,14956290,21.26761183,,resnet50,70,16,12664.747211456299,500,25.329494422912596,237577052,94312714,147295377,78268468,192512652,147067684,21.33660645,,vgg19,10,1,12859.416851043701,294,43.7395130987881,82015702,10675579,46541866,7562862,48121837,46589034,28.13270403,
densenet201,10,1,3482.9668159484863,84,41.46389066605341,33748376,11919659,14975334,785493,33699656,14956290,21.26761183,,resnet50,70,1,3438.9035563468933,500,6.8778071126937865,23761089,7616956,11018847,1857665,21769567,11006199,5.422932773,,vgg19,10,4,3607.765953063965,32,112.7426860332489,273017207,29326083,135791214,25494581,172553377,135944096,101.4805739,
densenet201,10,1,4566.851078033447,93,49.10592557025212,33748376,11919659,14975334,785493,33699656,14956290,21.26761183,,resnet50,70,4,4504.368844032288,500,9.008737688064576,72242957,21509312,29725659,11457991,66265419,29852818,7.160055056,,vgg19,10,4,4639.715881347656,37,125.39772652290962,273017207,29326083,135791214,25494581,172553377,135944096,101.4805739,
densenet201,10,1,7488.828231811523,138,54.26687124501104,33748376,11919659,14975334,785493,33699656,14956290,21.26761183,,resnet50,70,8,7433.080628395081,500,14.86616125679016,125777233,46740065,65981474,33583871,110799590,66099626,12.95643651,,vgg19,10,4,7589.675857543945,56,135.52992602757044,273017207,29326083,135791214,25494581,172553377,135944096,101.4805739,
densenet201,10,1,12573.80252456665,194,64.81341507508583,33748376,11919659,14975334,785493,33699656,14956290,21.26761183,,resnet50,70,16,12546.839990615845,500,25.093679981231688,237577052,94312714,147295377,78268468,192512652,147067684,21.33660645,,vgg19,10,4,12816.726989746094,81,158.23119740427276,273017207,29326083,135791214,25494581,172553377,135944096,101.4805739,
densenet201,10,1,3514.682773590088,85,41.349209101059856,33748376,11919659,14975334,785493,33699656,14956290,21.26761183,,resnet50,70,1,3483.6979813575745,500,6.967395962715149,23761089,7616956,11018847,1857665,21769567,11006199,5.422932773,,vgg19,10,8,3703.4044647216797,20,185.17022323608398,495440643,105059072,131867439,98650634,480482103,131831978,230.2151921,
densenet201,10,1,4546.610973358154,93,48.88829003610918,33748376,11919659,14975334,785493,33699656,14956290,21.26761183,,resnet50,70,4,4476.042814254761,500,8.952085628509522,72242957,21509312,29725659,11457991,66265419,29852818,7.160055056,,vgg19,10,8,4686.567153930664,23,203.76378930133322,495440643,105059072,131867439,98650634,480482103,131831978,230.2151921,
densenet201,10,1,7477.42329788208,138,54.18422679624696,33748376,11919659,14975334,785493,33699656,14956290,21.26761183,,resnet50,70,8,7420.276870727539,500,14.840553741455079,125777233,46740065,65981474,33583871,110799590,66099626,12.95643651,,vgg19,10,8,7676.462692260742,35,219.32750549316407,495440643,105059072,131867439,98650634,480482103,131831978,230.2151921,
densenet201,10,1,12595.598281860352,194,64.92576433948635,33748376,11919659,14975334,785493,33699656,14956290,21.26761183,,resnet50,70,16,12576.613557815552,500,25.153227115631104,237577052,94312714,147295377,78268468,192512652,147067684,21.33660645,,vgg19,10,8,12933.725875854492,51,253.60246815400964,495440643,105059072,131867439,98650634,480482103,131831978,230.2151921,
densenet201,10,1,3643.2417526245117,87,41.87634198418979,33748376,11919659,14975334,785493,33699656,14956290,21.26761183,,resnet50,70,1,3590.524447441101,500,7.181048894882202,23761089,7616956,11018847,1857665,21769567,11006199,5.422932773,,vgg19,10,16,3796.6184844970703,17,223.33049908806296,571446308,209071721,222473102,201490841,570160058,222409145,267.4129953,
densenet201,10,1,4586.1423263549805,93,49.31335834790302,33748376,11919659,14975334,785493,33699656,14956290,21.26761183,,resnet50,70,4,4512.384016036987,500,9.024768032073975,72242957,21509312,29725659,11457991,66265419,29852818,7.160055056,,vgg19,10,16,4860.770690917969,20,243.03853454589844,571446308,209071721,222473102,201490841,570160058,222409145,267.4129953,
densenet201,10,1,7523.215713500977,138,54.51605589493461,33748376,11919659,14975334,785493,33699656,14956290,21.26761183,,resnet50,70,8,7467.674214363098,500,14.935348428726197,125777233,46740065,65981474,33583871,110799590,66099626,12.95643651,,vgg19,10,16,7838.121551513672,30,261.2707183837891,571446308,209071721,222473102,201490841,570160058,222409145,267.4129953,
densenet201,10,1,12671.98834991455,194,65.31952757687912,33748376,11919659,14975334,785493,33699656,14956290,21.26761183,,resnet50,70,16,12655.806108474731,500,25.311612216949463,237577052,94312714,147295377,78268468,192512652,147067684,21.33660645,,vgg19,10,16,12856.175170898438,42,306.0994088309152,571446308,209071721,222473102,201490841,570160058,222409145,267.4129953,
densenet201,10,4,3546.9861602783203,43,82.4880502390307,115482544,46107774,61221372,18164543,105360088,61443204,58.67592487,,resnet50,70,1,3476.9364142417908,500,6.953872828483582,23761089,7616956,11018847,1857665,21769567,11006199,5.422932773,,vgg19,10,1,3591.834180831909,116,30.96408776579232,82015702,10675579,46541866,7562862,48121837,46589034,28.13270403,
