resnet50,vgg19,densenet201,mobilenet
1,0.3392213494002441,0.38813272791334164,0.39488946247100837
0.3179775540257349,0.5,0.42414902504771523,0.6022588127681187
1,0.36639188719624316,0.3972666834962647,0.406503858426038
1,0.3397003356738243,0.39949849752386485,0.41463393559455874
1,0.3480230998567333,0.4013360166824828,0.3986864765332296
1,0.3429875333480937,0.3966398381865562,0.39720985995347685
1,0.34300355631689317,0.3839171055143322,0.3980843610346896
1,0.3485179850026794,0.39384840443094393,0.39897600919592613
0.5,0.5,0.42781604867720036,0.60030975512162
1,0.36801455041355136,0.38768912371963393,0.4069555293798447
1,0.34976240806169034,0.392194000455518,0.4069555293798447
0.45732292493770915,0.5,0.42833059908696286,0.6145160053272058
1,0.3599087170819234,0.3838201420476378,0.3861141410827637
1,0.34891257211807875,0.3952490256671756,0.40388416689395906
1,0.3425554887285259,0.3983409717818672,0.3846515875180563
1,0.3467720486294274,0.3838273917740844,0.4008128044080735
1,0.3412960935493769,0.39146075982214756,0.3817264803886414
0.5,0.5,0.42481674296219696,0.5947141762247273
1,0.3456983144342456,0.3839746102366611,0.38096707757619713
1,0.3391226652037783,0.38779218449653985,0.3946700794363022
1,0.33870424125151316,0.38112028692118516,0.38693145042774724
1,0.32645140639927217,0.3781124024467884,0.3931343981933594
1,0.3288342730882067,0.3780859858402041,0.37295115900039677
0.5,0.5,0.416124953250791,0.5913267221073113
1,0.33708576508697885,0.3809679282104579,0.3854258805817249
0.4716290952457549,0.5,0.4209263950190693,0.5878255950329351
1,0.3459956412943917,0.3930163281076046,0.3884370202737696
1,0.33831563834330775,0.39128836590432975,0.3861567397302794
1,0.3338199221690669,0.39201820100637164,0.3876476923933307
1,0.3387329940181374,0.3853658493087259,0.389942590119792
1,0.3446731046728133,0.38094508480383527,0.39927712316513064
0.5,0.5,0.4288734233607496,0.592285509778903
0.28614988861718843,0.5,0.4275467265038942,0.6107875323389091
1,0.3474136583488971,0.3780700275600328,0.4090081726253623
1,0.3357719117392227,0.38681425331068464,0.4120491255816847
1,0.3374261120392433,0.39128836590432975,0.411020567964105
1,0.3357719117392227,0.3860165836275413,0.4150900785380071
1,0.3245717839615578,0.3867842324579458,0.41356960205984594
0.5,0.5,0.4302181767249256,0.6370559886169433
1,0.34111569643035583,0.3838684353957865,0.3978145696004232
1,0.32736765334690443,0.3897446643206141,0.405539124349946
1,0.3433821941684208,0.3905779138039523,0.4161696168375016
1,0.33663325295233115,0.3990821163413278,0.3980843610346896
1,0.3412340738279827,0.393580001264252,0.39361150304553577
0.5,0.5,0.41980360832059754,0.6121970770052164
1,0.3486782173562883,0.3838201420476378,0.39510245570858704
1,0.3303055602276633,0.3905779138039523,0.39130339363446603
1,0.33395886339967173,0.3889765482116342,0.4054198481369019
1,0.32986802791840164,0.39663393253614654,0.3921205503824845
1,0.3297415516720305,0.3845708286326816,0.39836483727823396
1,0.326061858365497,0.3898906278319101,0.38913864505638196
1,0.32086272114482595,0.38321986652226425,0.39380340784375034
0.5,0.4904201768589537,0.4148091475620733,0.5754917544228689
1,0.3110479596298262,0.37518129855185206,0.38772150193110555
1,0.3137788073589197,0.3737852360046882,0.3931343981933594
1,0.3157732655207802,0.38179271119157865,0.3946700794363022
1,0.3239778675029954,0.3796029050475627,0.3773388196945191
1,0.3317639996288878,0.3845838327580673,0.39532388432191157
1,0.3289234873029128,0.39599372453266224,0.39445929965785903
1,0.32102052091985234,0.395059639379703,0.38757669464747113
0.5,0.5,0.4292233650449253,0.6214727902931743
1,0.33228543303172786,0.3927679219214701,0.40255721902384345
1,0.33395886339967173,0.3860165836275413,0.4040481716868947
1,0.33112101662447135,0.3823789865221067,0.3963520160357158
1,0.3208834682347219,0.3810953231624255,0.3978145696004232
0.5,0.5,0.42128450594930417,0.6044894009635562
1,0.32469607028151704,0.3802988710702561,0.3986864765332296
1,0.32319724449132586,0.3766196914927013,0.4019871488879709
1,0.3211609196647441,0.3672217686943651,0.3980843610346896
1,0.3165213255962525,0.37884313408508125,0.3980843610346896
1,0.3263736928276964,0.37302385026220164,0.39050180177688604
1,0.32847920755335425,0.38182615088890076,0.4019871488879709
1,0.3197911584914756,0.3840841388324318,0.4034927187339932
1,0.32801692706134533,0.3833618369253057,0.4090081726253623
1,0.3235090392308054,0.3767149171490643,0.39720985995347685
0.5,0.48768083508044463,0.413349501836193,0.6139531586471113
0.45471322161209865,0.48693037630574615,0.4132075678417564,0.6261106469371531
1,0.31681055747087594,0.3848632697290973,0.406503858426038
1,0.32545429481867855,0.37659890188309497,0.41052864910352355
1,0.3178629681417102,0.37965115187527065,0.40255721902384345
1,0.3257819648244514,0.37741824255437073,0.41309825435161596
1,0.311308108088377,0.37373423484906915,0.39425662679397144
1,0.31639963342954885,0.37443427213300406,0.3965934083716383
1,0.3169760446429255,0.36991191147593716,0.40140579023455636
1,0.31825417385519533,0.3736541821108689,0.4054198481369019
1,0.3113152083149725,0.37087437579791604,0.39510245570858704
1,0.31437468514740974,0.37739422685342305,0.4004815790419485
1,0.31360419214322066,0.37518129855185206,0.4100268918657303
0.5,0.4727912758482561,0.4177928087889765,0.627687518196106
1,0.30734792275250766,0.3752396532654068,0.4090081726253623
1,0.30931239371028085,0.3723199130724277,0.40255721902384345
0.5,0.4746976041858675,0.4169900941738367,0.6323717534065246
1,0.3169760446429255,0.3840841388324318,0.3957332433737242
1,0.31618961299918,0.36945236211500576,0.4115625731086731
1,0.31982983456353176,0.3840841388324318,0.4115625731086731
1,0.3174645711161122,0.3840841388324318,0.4034927187339932
1,0.3169760446429255,0.37593164534366086,0.39196435534159346
0.4816485046752834,0.479598603418615,0.4097230308930865,0.6048575562967837
1,0.30244188960054247,0.3707917445062853,0.4100268918657303
1,0.30882914620831575,0.36867808703232263,0.39196435534159346
1,0.30613020532737834,0.3694296675703952,0.4010662663607922
1,0.3156223090735604,0.3744989278738869,0.40016309311298226
1,0.31511909768846036,0.38191063944213977,0.40016309311298226
1,0.3148636467301412,0.37373423484906915,0.40016309311298226
1,0.3184495192596878,0.37009305813419413,0.40016309311298226
1,0.31258010749829535,0.3636648335328504,0.40255721902384345
1,0.3148487947872481,0.36785353881451116,0.41052864910352355
1,0.3148636467301412,0.3614773431449726,0.3963520160357158
1,0.3118214148335393,0.36717249574828476,0.4040481716868947
0.5,0.47808081864185326,0.3962562228101904,0.6139531586471113
1,0.3177511490633346,0.3621013129944193,0.40748769614720115
1,0.3053499846928554,0.3684263921608976,0.39050180177688604
1,0.3149821630717845,0.3713855676763273,0.4115625731086731
1,0.30039890990008977,0.35764890552451734,0.4004815790419485
1,0.29506525814687073,0.3654906535698502,0.38757669464747113
1,0.3014316025840749,0.3649730915298661,0.39596486950388143
1,0.2952485628298496,0.37884313408508125,0.3957332433737242
1,0.3058079253124121,0.37438653416220946,0.403664783859253
1,0.3140534058046393,0.3773189796971427,0.4308853196218176
1,0.3357048237893456,0.3852757970260621,0.45175865690453537
1,0.3368661697176774,0.4005768059156399,0.48655247301158344
