ascend
0,10,20,30,40,50,60,70,80,90
-445.1358037900206,-329.8444973791704,-214.1491712052654,-186.00262980495208,-195.64674230041192,-230.04802153980955,-320.8518981818044,-444.82720339522797,-583.8634332186328,-1353.4942218026385
