Wall time,Step,Value
1678789416.2535412,960,63.64887619018555
1678789417.3835423,1920,67.15621948242188
1678789418.8445973,2880,74.82467651367188
1678789420.0475974,3840,62.70458984375
1678789421.4995978,4800,64.89518737792969
1678789422.675597,5760,67.3629150390625
1678789424.1065986,6720,70.08383178710938
1678789425.2645962,7680,66.68241119384766
1678789426.7075965,8640,67.27682495117188
1678789427.9411123,9600,68.55054473876953
1678789429.392113,10560,69.22051239013672
1678789430.620111,11520,65.59393310546875
1678789432.062112,12480,68.64801025390625
1678789433.2326548,13440,70.22249603271484
1678789434.7116544,14400,66.22154998779297
1678789435.8916552,15360,69.16805267333984
1678789437.0472004,16320,62.591190338134766
1678789438.50971,17280,70.84944915771484
1678789439.6927104,18240,73.6070785522461
1678789441.2387094,19200,73.7155532836914
1678789442.4222515,20160,68.33424377441406
1678789443.8572514,21120,68.32701110839844
1678789445.053252,22080,64.27920532226562
1678789446.5012522,23040,68.63185119628906
1678789447.652298,24000,71.69827270507812
1678789449.131298,24960,67.38815307617188
1678789450.2738395,25920,70.46353149414062
1678789451.7728398,26880,67.25918579101562
1678789452.8738945,27840,66.27030181884766
1678789454.4724085,28800,69.59241485595703
1678789455.5724084,29760,71.7134017944336
1678789456.8094091,30720,62.43755340576172
1678789458.2139502,31680,68.48269653320312
1678789459.4569502,32640,69.97101593017578
1678789460.8659499,33600,63.90053939819336
1678789462.089979,34560,68.889892578125
1678789463.4894922,35520,67.04098510742188
1678789464.7424922,36480,71.55220031738281
1678789466.110493,37440,68.12283325195312
1678789467.3464916,38400,68.76499938964844
1678789468.7178752,39360,67.95997619628906
1678789469.926875,40320,70.35177612304688
1678789471.3458753,41280,69.1933822631836
1678789472.5558753,42240,65.12384033203125
1678789473.9828753,43200,73.98455047607422
1678789475.1578753,44160,65.96329498291016
1678789476.5888755,45120,70.20476531982422
1678789477.7728746,46080,71.93758392333984
1678789478.972875,47040,69.55329132080078
1678789480.450875,48000,66.5695571899414
1678789481.640411,48960,59.753353118896484
1678789483.0714114,49920,67.5368423461914
1678789484.1974108,50880,67.69218444824219
1678789485.716411,51840,67.61925506591797
1678789486.8424103,52800,69.72954559326172
1678789488.3834112,53760,66.95195007324219
1678789489.5174105,54720,63.002662658691406
1678789491.081411,55680,70.18811798095703
1678789492.2254105,56640,61.91770935058594
1678789493.718411,57600,68.54645538330078
1678789494.863922,58560,63.811988830566406
1678789496.394922,59520,69.9658203125
1678789497.5509212,60480,69.48490905761719
1678789498.7529228,61440,69.4033432006836
1678789500.1859224,62400,63.72481155395508
1678789501.4194615,63360,69.34701538085938
1678789502.8129733,64320,64.88273620605469
1678789504.0435107,65280,67.16304779052734
1678789505.48651,66240,67.05928039550781
1678789506.6680489,67200,64.22926330566406
1678789508.124562,68160,67.82907104492188
1678789509.320562,69120,70.12235260009766
1678789510.8075624,70080,67.8409423828125
1678789511.9345615,71040,64.25531005859375
1678789513.4135623,72000,69.30974578857422
1678789514.5235627,72960,66.95218658447266
1678789516.017076,73920,65.4914321899414
1678789517.1700754,74880,69.40420532226562
1678789518.6426122,75840,66.04100036621094
1678789519.7466116,76800,67.55126190185547
1678789520.9266117,77760,63.193878173828125
1678789522.3751423,78720,64.40166473388672
1678789523.4941425,79680,64.48436737060547
1678789524.9726546,80640,67.32550048828125
1678789526.1416545,81600,68.61448669433594
1678789527.6281688,82560,66.9823989868164
1678789528.7711687,83520,61.25517654418945
1678789530.2677033,84480,63.41218185424805
1678789531.4482145,85440,66.25370025634766
1678789532.9612124,86400,65.21942138671875
1678789534.0922146,87360,65.43719482421875
1678789535.5382142,88320,65.27122497558594
1678789536.749214,89280,67.60782623291016
1678789538.1772132,90240,61.80205535888672
1678789539.3562143,91200,69.17051696777344
1678789540.4887276,92160,66.98239135742188
