vgg19,0,19,densenet201,0,19,resnet50,0,21,mobilenet,1,19
vgg19,0,28,densenet201,0,24,resnet50,1,21,mobilenet,1,19
vgg19,0,21,densenet201,0,22,resnet50,1,21,mobilenet,1,19
vgg19,0,20,densenet201,0,19,resnet50,0,21,mobilenet,1,19
vgg19,0,26,densenet201,0,19,resnet50,1,21,mobilenet,1,19
vgg19,0,20,densenet201,0,19,resnet50,0,21,mobilenet,1,19
vgg19,0,26,densenet201,0,19,resnet50,1,21,mobilenet,1,19
vgg19,0,19,densenet201,0,19,resnet50,0,21,mobilenet,1,19
vgg19,0,26,densenet201,0,18,resnet50,1,21,mobilenet,1,19
vgg19,0,20,densenet201,0,19,resnet50,0,21,mobilenet,1,19
vgg19,0,26,densenet201,0,19,resnet50,1,21,mobilenet,1,19
vgg19,0,20,densenet201,0,19,resnet50,0,21,mobilenet,1,19
vgg19,0,26,densenet201,0,19,resnet50,1,21,mobilenet,1,19
vgg19,0,20,densenet201,0,19,resnet50,0,21,mobilenet,1,19
vgg19,0,26,densenet201,0,19,resnet50,1,22,mobilenet,1,19
vgg19,0,19,densenet201,0,19,resnet50,0,22,mobilenet,1,18
vgg19,0,25,densenet201,0,19,resnet50,1,22,mobilenet,1,18
vgg19,0,19,densenet201,0,19,resnet50,0,22,mobilenet,1,18
vgg19,0,25,densenet201,0,18,resnet50,1,22,mobilenet,1,18
vgg19,0,19,densenet201,0,18,resnet50,0,22,mobilenet,1,18
vgg19,0,24,densenet201,0,18,resnet50,1,22,mobilenet,1,18
vgg19,0,19,densenet201,0,18,resnet50,0,22,mobilenet,1,18
vgg19,0,24,densenet201,0,18,resnet50,1,21,mobilenet,1,18
vgg19,0,18,densenet201,0,18,resnet50,0,21,mobilenet,1,18
vgg19,0,24,densenet201,0,18,resnet50,1,21,mobilenet,1,18
vgg19,0,19,densenet201,0,19,resnet50,0,21,mobilenet,1,18
vgg19,0,24,densenet201,0,19,resnet50,1,21,mobilenet,1,18
vgg19,0,19,densenet201,0,19,resnet50,0,21,mobilenet,1,18
vgg19,0,24,densenet201,0,19,resnet50,1,21,mobilenet,1,18
