0.77,0.825
0.87,1
0.77,1
0.87,1
0.9,1
1,0.975
1,0.875
1,0.875
0.77,0.875
1,0.9
0.77,0.975
0.87,0.95
1,0.95
0.77,0.925
0.87,1
0.87,0.9
0.87,0.975
0.87,0.85
0.9,0.95
0.77,0.975
1,0.875
0.77,0.975
1,0.95
0.77,0.975
1,0.9
0.9,0.85
0.9,1
0.87,0.975
0.77,0.975
0.87,0.9
0.87,0.9
1,0.825
0.77,0.975
1,1
1,0.875
0.77,0.95
0.9,1
0.9,0.85
1,1
1,0.875
1,0.975
1,0.925
1,0.95
1,0.85
0.87,0.975
1,0.9
0.77,0.975
1,0.875
0.77,0.95
0.87,1
1,0.95
0.87,0.85
0.87,0.9
1,0.825
0.87,1
0.87,0.825
0.87,0.975
0.9,1
1,0.875
1,0.875
0.77,0.95
0.87,0.975
0.77,1
0.87,1
0.87,0.95
0.77,0.975
1,0.875
0.87,1
1,0.975
0.9,1
1,0.975
0.77,0.975
0.87,0.95
0.87,0.9
1,0.925
1,1
0.87,0.975
1,0.975
1,0.975
0.77,1
0.77,0.95
0.9,0.85
0.87,1
1,0.875
1,1
0.87,0.925
0.87,0.925
0.87,1
1,0.825
1,0.875
0.87,1
0.87,0.9
1,0.825
0.9,0.85
0.87,0.95
1,0.975
1,0.875
1,0.9
1,0.95
0.9,0.95
0.87,1
0.77,0.825
1,0.975
0.87,1
1,0.975
0.77,1
0.87,0.825
0.87,0.9
1,1
0.87,1
0.9,0.85
0.9,0.85
0.87,0.85
0.9,0.85
1,0.875
1,0.875
0.77,0.9
0.9,0.975
0.87,1
0.77,0.825
1,0.875
1,0.9
0.87,0.825
1,0.875
1,0.9
0.87,0.9
0.87,0.85
0.9,0.975
0.77,0.95
1,0.875
0.87,0.95
0.9,0.825
1,0.9
1,0.875
1,0.875
1,0.925
1,0.925
1,0.925
1,0.9
1,0.9
0.87,1
1,0.875
0.77,0.975
0.77,1
0.77,0.875
1,1
0.87,0.825
0.87,0.9
1,0.9
0.9,0.925
0.9,0.875
0.77,0.975
0.9,0.875
0.77,1
0.77,0.85
0.87,0.9
0.77,0.925
1,0.85
1,0.875
1,0.975
0.87,0.9
0.9,0.975
0.9,0.95
0.9,0.925
1,1
0.87,0.825
1,0.925
0.9,0.95
0.87,0.85
0.9,0.925
0.87,0.9
0.87,0.9
1,0.825
0.9,0.925
1,0.9
0.87,0.9
0.87,0.925
0.77,1
1,0.975
1,0.9
1,0.85
0.9,0.975
0.9,0.875
1,0.975
1,0.95
1,0.825
0.77,0.875
1,1
0.9,0.9
0.9,0.875
1,0.95
0.87,0.825
0.87,1
0.9,0.975
0.87,0.875
0.87,1
0.9,1
0.9,0.925
0.87,0.9
0.9,1
1,0.975
1,0.825
1,0.85
0.9,0.925
1,0.875
0.77,0.9
1,0.975
0.77,0.975
1,0.975
0.77,1
0.87,0.875
1,0.85
0.87,0.925
1,0.95
1,0.975
1,0.9
1,0.925
1,0.95
0.77,0.975
0.87,0.925
0.87,0.975
0.77,0.95
1,0.85
0.87,0.825
0.9,0.85
0.77,0.875
0.77,0.925
0.9,0.925
0.9,0.825
1,0.85
0.77,0.95
0.87,1
0.87,0.975
1,0.875
0.77,0.975
1,1
1,0.875
1,0.9
0.9,0.875
0.77,0.975
