ascend,resnet50_dis_percent,vgg19_dis_percent,densenet201_dis_percent,mobilenet_dis_percent
0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.00021446257628043907,0.0
40,0.0,0.0,0.007844395714107432,0.0
60,0.0,0.008251332513325133,0.035194035243303605,0.0
80,0.0,0.013452065176203107,0.05760302020063631,0.0
180,0.005100135505692306,0.12755335714940003,0.15581273483404132,0.0
