,data,x
0,-2125.556363,0
1,-2207.436743,0
2,-2124.021971,0
3,-2125.556363,1
4,-2207.436743,1
5,-2124.021971,1
6,-2125.556363,2
7,-2207.436743,2
8,-2124.021971,2
9,-2125.556363,3
10,-2207.436743,3
11,-2124.021971,3
12,-2125.556363,4
13,-2207.436743,4
14,-2124.021971,4
15,-2125.556363,5
16,-2207.436743,5
17,-2124.021971,5
18,-2125.556363,6
19,-2207.436743,6
20,-2124.021971,6
21,-2125.556363,7
22,-2207.436743,7
23,-2124.021971,7
24,-2125.556363,8
25,-2207.436743,8
26,-2124.021971,8
27,-2125.556363,9
28,-2207.436743,9
29,-2124.021971,9
30,-2125.556363,10
31,-2207.436743,10
32,-2124.021971,10
33,-2125.556363,11
34,-2207.436743,11
35,-2124.021971,11
36,-2125.556363,12
37,-2207.436743,12
38,-2124.021971,12
39,-2125.556363,13
40,-2207.436743,13
41,-2124.021971,13
42,-2125.556363,14
43,-2207.436743,14
44,-2124.021971,14
45,-2125.556363,15
46,-2207.436743,15
47,-2124.021971,15
48,-2125.556363,16
49,-2207.436743,16
50,-2124.021971,16
51,-2125.556363,17
52,-2207.436743,17
53,-2124.021971,17
54,-2125.556363,18
55,-2207.436743,18
56,-2124.021971,18
57,-2125.556363,19
58,-2207.436743,19
59,-2124.021971,19
60,-2125.556363,20
61,-2207.436743,20
62,-2124.021971,20
63,-2125.556363,21
64,-2207.436743,21
65,-2124.021971,21
66,-2125.556363,22
67,-2207.436743,22
68,-2124.021971,22
69,-2125.556363,23
70,-2207.436743,23
71,-2124.021971,23
72,-2125.556363,24
73,-2207.436743,24
74,-2124.021971,24
75,-2125.556363,25
76,-2207.436743,25
77,-2124.021971,25
78,-2125.556363,26
79,-2207.436743,26
80,-2124.021971,26
81,-2125.556363,27
82,-2207.436743,27
83,-2124.021971,27
84,-2125.556363,28
85,-2207.436743,28
86,-2124.021971,28
87,-2125.556363,29
88,-2207.436743,29
89,-2124.021971,29
90,-2125.556363,30
91,-2207.436743,30
92,-2124.021971,30
93,-2125.556363,31
94,-2207.436743,31
95,-2124.021971,31
96,-2125.556363,32
97,-2207.436743,32
98,-2124.021971,32
99,-2125.556363,33
100,-2207.436743,33
101,-2124.021971,33
102,-2125.556363,34
103,-2207.436743,34
104,-2124.021971,34
105,-2125.556363,35
106,-2207.436743,35
107,-2124.021971,35
108,-2125.556363,36
109,-2207.436743,36
110,-2124.021971,36
111,-2125.556363,37
112,-2207.436743,37
113,-2124.021971,37
114,-2125.556363,38
115,-2207.436743,38
116,-2124.021971,38
117,-2125.556363,39
118,-2207.436743,39
119,-2124.021971,39
120,-2125.556363,40
121,-2207.436743,40
122,-2124.021971,40
123,-2125.556363,41
124,-2207.436743,41
125,-2124.021971,41
126,-2125.556363,42
127,-2207.436743,42
128,-2124.021971,42
129,-2125.556363,43
130,-2207.436743,43
131,-2124.021971,43
132,-2125.556363,44
133,-2207.436743,44
134,-2124.021971,44
135,-2125.556363,45
136,-2207.436743,45
137,-2124.021971,45
138,-2125.556363,46
139,-2207.436743,46
140,-2124.021971,46
141,-2125.556363,47
142,-2207.436743,47
143,-2124.021971,47
144,-2125.556363,48
145,-2207.436743,48
146,-2124.021971,48
147,-2125.556363,49
148,-2207.436743,49
149,-2124.021971,49
150,-2125.556363,50
151,-2207.436743,50
152,-2124.021971,50
153,-2125.556363,51
154,-2207.436743,51
155,-2124.021971,51
156,-2125.556363,52
157,-2207.436743,52
158,-2124.021971,52
159,-2125.556363,53
160,-2207.436743,53
161,-2124.021971,53
162,-2125.556363,54
163,-2207.436743,54
164,-2124.021971,54
165,-2125.556363,55
166,-2207.436743,55
167,-2124.021971,55
168,-2125.556363,56
169,-2207.436743,56
170,-2124.021971,56
171,-2125.556363,57
172,-2207.436743,57
173,-2124.021971,57
174,-2125.556363,58
175,-2207.436743,58
176,-2124.021971,58
177,-2125.556363,59
178,-2207.436743,59
179,-2124.021971,59
180,-2125.556363,60
181,-2207.436743,60
182,-2124.021971,60
183,-2125.556363,61
184,-2207.436743,61
185,-2124.021971,61
186,-2125.556363,62
187,-2207.436743,62
188,-2124.021971,62
189,-2125.556363,63
190,-2207.436743,63
191,-2124.021971,63
192,-2125.556363,64
193,-2207.436743,64
194,-2124.021971,64
195,-2125.556363,65
196,-2207.436743,65
197,-2124.021971,65
198,-2125.556363,66
199,-2207.436743,66
200,-2124.021971,66
201,-2125.556363,67
202,-2207.436743,67
203,-2124.021971,67
204,-2125.556363,68
205,-2207.436743,68
206,-2124.021971,68
207,-2125.556363,69
208,-2207.436743,69
209,-2124.021971,69
210,-2125.556363,70
211,-2207.436743,70
212,-2124.021971,70
213,-2125.556363,71
214,-2207.436743,71
215,-2124.021971,71
216,-2125.556363,72
217,-2207.436743,72
218,-2124.021971,72
219,-2125.556363,73
220,-2207.436743,73
221,-2124.021971,73
222,-2125.556363,74
223,-2207.436743,74
224,-2124.021971,74
225,-2125.556363,75
226,-2207.436743,75
227,-2124.021971,75
228,-2125.556363,76
229,-2207.436743,76
230,-2124.021971,76
231,-2125.556363,77
232,-2207.436743,77
233,-2124.021971,77
234,-2125.556363,78
235,-2207.436743,78
236,-2124.021971,78
237,-2125.556363,79
238,-2207.436743,79
239,-2124.021971,79
240,-2125.556363,80
241,-2207.436743,80
242,-2124.021971,80
243,-2125.556363,81
244,-2207.436743,81
245,-2124.021971,81
246,-2125.556363,82
247,-2207.436743,82
248,-2124.021971,82
249,-2125.556363,83
250,-2207.436743,83
251,-2124.021971,83
252,-2125.556363,84
253,-2207.436743,84
254,-2124.021971,84
255,-2125.556363,85
256,-2207.436743,85
257,-2124.021971,85
258,-2125.556363,86
259,-2207.436743,86
260,-2124.021971,86
261,-2125.556363,87
262,-2207.436743,87
263,-2124.021971,87
264,-2125.556363,88
265,-2207.436743,88
266,-2124.021971,88
267,-2125.556363,89
268,-2207.436743,89
269,-2124.021971,89
270,-2125.556363,90
271,-2207.436743,90
272,-2124.021971,90
273,-2125.556363,91
274,-2207.436743,91
275,-2124.021971,91
276,-2125.556363,92
277,-2207.436743,92
278,-2124.021971,92
279,-2125.556363,93
280,-2207.436743,93
281,-2124.021971,93
282,-2125.556363,94
283,-2207.436743,94
284,-2124.021971,94
285,-2125.556363,95
286,-2207.436743,95
287,-2124.021971,95
288,-2125.556363,96
289,-2207.436743,96
290,-2124.021971,96
291,-2125.556363,97
292,-2207.436743,97
293,-2124.021971,97
294,-2125.556363,98
295,-2207.436743,98
296,-2124.021971,98
297,-2125.556363,99
298,-2207.436743,99
299,-2124.021971,99
300,-2125.556363,100
301,-2207.436743,100
302,-2124.021971,100
303,-2125.556363,101
304,-2207.436743,101
305,-2124.021971,101
306,-2125.556363,102
307,-2207.436743,102
308,-2124.021971,102
309,-2125.556363,103
310,-2207.436743,103
311,-2124.021971,103
312,-2125.556363,104
313,-2207.436743,104
314,-2124.021971,104
315,-2125.556363,105
316,-2207.436743,105
317,-2124.021971,105
318,-2125.556363,106
319,-2207.436743,106
320,-2124.021971,106
321,-2125.556363,107
322,-2207.436743,107
323,-2124.021971,107
324,-2125.556363,108
325,-2207.436743,108
326,-2124.021971,108
327,-2125.556363,109
328,-2207.436743,109
329,-2124.021971,109
330,-2125.556363,110
331,-2207.436743,110
332,-2124.021971,110
333,-2125.556363,111
334,-2207.436743,111
335,-2124.021971,111
336,-2125.556363,112
337,-2207.436743,112
338,-2124.021971,112
339,-2125.556363,113
340,-2207.436743,113
341,-2124.021971,113
342,-2125.556363,114
343,-2207.436743,114
344,-2124.021971,114
345,-2125.556363,115
346,-2207.436743,115
347,-2124.021971,115
348,-2125.556363,116
349,-2207.436743,116
350,-2124.021971,116
351,-2125.556363,117
352,-2207.436743,117
353,-2124.021971,117
354,-2125.556363,118
355,-2207.436743,118
356,-2124.021971,118
357,-2125.556363,119
358,-2207.436743,119
359,-2124.021971,119
360,-2125.556363,120
361,-2207.436743,120
362,-2124.021971,120
363,-2125.556363,121
364,-2207.436743,121
365,-2124.021971,121
366,-2125.556363,122
367,-2207.436743,122
368,-2124.021971,122
369,-2125.556363,123
370,-2207.436743,123
371,-2124.021971,123
372,-2125.556363,124
373,-2207.436743,124
374,-2124.021971,124
375,-2125.556363,125
376,-2207.436743,125
377,-2124.021971,125
378,-2125.556363,126
379,-2207.436743,126
380,-2124.021971,126
381,-2125.556363,127
382,-2207.436743,127
383,-2124.021971,127
384,-2125.556363,128
385,-2207.436743,128
386,-2124.021971,128
387,-2125.556363,129
388,-2207.436743,129
389,-2124.021971,129
390,-2125.556363,130
391,-2207.436743,130
392,-2124.021971,130
393,-2125.556363,131
394,-2207.436743,131
395,-2124.021971,131
396,-2125.556363,132
397,-2207.436743,132
398,-2124.021971,132
399,-2125.556363,133
400,-2207.436743,133
401,-2124.021971,133
402,-2125.556363,134
403,-2207.436743,134
404,-2124.021971,134
405,-2125.556363,135
406,-2207.436743,135
407,-2124.021971,135
408,-2125.556363,136
409,-2207.436743,136
410,-2124.021971,136
411,-2125.556363,137
412,-2207.436743,137
413,-2124.021971,137
414,-2125.556363,138
415,-2207.436743,138
416,-2124.021971,138
417,-2125.556363,139
418,-2207.436743,139
419,-2124.021971,139
420,-2125.556363,140
421,-2207.436743,140
422,-2124.021971,140
423,-2125.556363,141
424,-2207.436743,141
425,-2124.021971,141
426,-2125.556363,142
427,-2207.436743,142
428,-2124.021971,142
429,-2125.556363,143
430,-2207.436743,143
431,-2124.021971,143
432,-2125.556363,144
433,-2207.436743,144
434,-2124.021971,144
435,-2125.556363,145
436,-2207.436743,145
437,-2124.021971,145
438,-2125.556363,146
439,-2207.436743,146
440,-2124.021971,146
441,-2125.556363,147
442,-2207.436743,147
443,-2124.021971,147
444,-2125.556363,148
445,-2207.436743,148
446,-2124.021971,148
447,-2125.556363,149
448,-2207.436743,149
449,-2124.021971,149
450,-2125.556363,150
451,-2207.436743,150
452,-2124.021971,150
453,-2125.556363,151
454,-2207.436743,151
455,-2124.021971,151
456,-2125.556363,152
457,-2207.436743,152
458,-2124.021971,152
459,-2125.556363,153
460,-2207.436743,153
461,-2124.021971,153
462,-2125.556363,154
463,-2207.436743,154
464,-2124.021971,154
465,-2125.556363,155
466,-2207.436743,155
467,-2124.021971,155
468,-2125.556363,156
469,-2207.436743,156
470,-2124.021971,156
471,-2125.556363,157
472,-2207.436743,157
473,-2124.021971,157
474,-2125.556363,158
475,-2207.436743,158
476,-2124.021971,158
477,-2125.556363,159
478,-2207.436743,159
479,-2124.021971,159
480,-2125.556363,160
481,-2207.436743,160
482,-2124.021971,160
483,-2125.556363,161
484,-2207.436743,161
485,-2124.021971,161
486,-2125.556363,162
487,-2207.436743,162
488,-2124.021971,162
489,-2125.556363,163
490,-2207.436743,163
491,-2124.021971,163
492,-2125.556363,164
493,-2207.436743,164
494,-2124.021971,164
495,-2125.556363,165
496,-2207.436743,165
497,-2124.021971,165
498,-2125.556363,166
499,-2207.436743,166
500,-2124.021971,166
