,data,x
0,-1805.992384,0
1,-1761.507614,0
2,-1782.053733,0
3,-1805.992384,1
4,-1761.507614,1
5,-1782.053733,1
6,-1805.992384,2
7,-1761.507614,2
8,-1782.053733,2
9,-1805.992384,3
10,-1761.507614,3
11,-1782.053733,3
12,-1805.992384,4
13,-1761.507614,4
14,-1782.053733,4
15,-1805.992384,5
16,-1761.507614,5
17,-1782.053733,5
18,-1805.992384,6
19,-1761.507614,6
20,-1782.053733,6
21,-1805.992384,7
22,-1761.507614,7
23,-1782.053733,7
24,-1805.992384,8
25,-1761.507614,8
26,-1782.053733,8
27,-1805.992384,9
28,-1761.507614,9
29,-1782.053733,9
30,-1805.992384,10
31,-1761.507614,10
32,-1782.053733,10
33,-1805.992384,11
34,-1761.507614,11
35,-1782.053733,11
36,-1805.992384,12
37,-1761.507614,12
38,-1782.053733,12
39,-1805.992384,13
40,-1761.507614,13
41,-1782.053733,13
42,-1805.992384,14
43,-1761.507614,14
44,-1782.053733,14
45,-1805.992384,15
46,-1761.507614,15
47,-1782.053733,15
48,-1805.992384,16
49,-1761.507614,16
50,-1782.053733,16
51,-1805.992384,17
52,-1761.507614,17
53,-1782.053733,17
54,-1805.992384,18
55,-1761.507614,18
56,-1782.053733,18
57,-1805.992384,19
58,-1761.507614,19
59,-1782.053733,19
60,-1805.992384,20
61,-1761.507614,20
62,-1782.053733,20
63,-1805.992384,21
64,-1761.507614,21
65,-1782.053733,21
66,-1805.992384,22
67,-1761.507614,22
68,-1782.053733,22
69,-1805.992384,23
70,-1761.507614,23
71,-1782.053733,23
72,-1805.992384,24
73,-1761.507614,24
74,-1782.053733,24
75,-1805.992384,25
76,-1761.507614,25
77,-1782.053733,25
78,-1805.992384,26
79,-1761.507614,26
80,-1782.053733,26
81,-1805.992384,27
82,-1761.507614,27
83,-1782.053733,27
84,-1805.992384,28
85,-1761.507614,28
86,-1782.053733,28
87,-1805.992384,29
88,-1761.507614,29
89,-1782.053733,29
90,-1805.992384,30
91,-1761.507614,30
92,-1782.053733,30
93,-1805.992384,31
94,-1761.507614,31
95,-1782.053733,31
96,-1805.992384,32
97,-1761.507614,32
98,-1782.053733,32
99,-1805.992384,33
100,-1761.507614,33
101,-1782.053733,33
102,-1805.992384,34
103,-1761.507614,34
104,-1782.053733,34
105,-1805.992384,35
106,-1761.507614,35
107,-1782.053733,35
108,-1805.992384,36
109,-1761.507614,36
110,-1782.053733,36
111,-1805.992384,37
112,-1761.507614,37
113,-1782.053733,37
114,-1805.992384,38
115,-1761.507614,38
116,-1782.053733,38
117,-1805.992384,39
118,-1761.507614,39
119,-1782.053733,39
120,-1805.992384,40
121,-1761.507614,40
122,-1782.053733,40
123,-1805.992384,41
124,-1761.507614,41
125,-1782.053733,41
126,-1805.992384,42
127,-1761.507614,42
128,-1782.053733,42
129,-1805.992384,43
130,-1761.507614,43
131,-1782.053733,43
132,-1805.992384,44
133,-1761.507614,44
134,-1782.053733,44
135,-1805.992384,45
136,-1761.507614,45
137,-1782.053733,45
138,-1805.992384,46
139,-1761.507614,46
140,-1782.053733,46
141,-1805.992384,47
142,-1761.507614,47
143,-1782.053733,47
144,-1805.992384,48
145,-1761.507614,48
146,-1782.053733,48
147,-1805.992384,49
148,-1761.507614,49
149,-1782.053733,49
150,-1805.992384,50
151,-1761.507614,50
152,-1782.053733,50
153,-1805.992384,51
154,-1761.507614,51
155,-1782.053733,51
156,-1805.992384,52
157,-1761.507614,52
158,-1782.053733,52
159,-1805.992384,53
160,-1761.507614,53
161,-1782.053733,53
162,-1805.992384,54
163,-1761.507614,54
164,-1782.053733,54
165,-1805.992384,55
166,-1761.507614,55
167,-1782.053733,55
168,-1805.992384,56
169,-1761.507614,56
170,-1782.053733,56
171,-1805.992384,57
172,-1761.507614,57
173,-1782.053733,57
174,-1805.992384,58
175,-1761.507614,58
176,-1782.053733,58
177,-1805.992384,59
178,-1761.507614,59
179,-1782.053733,59
180,-1805.992384,60
181,-1761.507614,60
182,-1782.053733,60
183,-1805.992384,61
184,-1761.507614,61
185,-1782.053733,61
186,-1805.992384,62
187,-1761.507614,62
188,-1782.053733,62
189,-1805.992384,63
190,-1761.507614,63
191,-1782.053733,63
192,-1805.992384,64
193,-1761.507614,64
194,-1782.053733,64
195,-1805.992384,65
196,-1761.507614,65
