,data,x
0,-1381.099789,0
1,-1251.13163,0
2,-1418.471194,0
3,-1381.099789,1
4,-1251.13163,1
5,-1418.471194,1
6,-1381.099789,2
7,-1251.13163,2
8,-1418.471194,2
9,-1381.099789,3
10,-1251.13163,3
11,-1418.471194,3
12,-1381.099789,4
13,-1251.13163,4
14,-1418.471194,4
15,-1381.099789,5
16,-1251.13163,5
17,-1418.471194,5
18,-1381.099789,6
19,-1251.13163,6
20,-1418.471194,6
21,-1381.099789,7
22,-1251.13163,7
23,-1418.471194,7
24,-1381.099789,8
25,-1251.13163,8
26,-1418.471194,8
27,-1381.099789,9
28,-1251.13163,9
29,-1418.471194,9
30,-1381.099789,10
31,-1251.13163,10
32,-1418.471194,10
33,-1381.099789,11
34,-1251.13163,11
35,-1418.471194,11
36,-1381.099789,12
37,-1251.13163,12
38,-1418.471194,12
39,-1381.099789,13
40,-1251.13163,13
41,-1418.471194,13
42,-1381.099789,14
43,-1251.13163,14
44,-1418.471194,14
45,-1381.099789,15
46,-1251.13163,15
47,-1418.471194,15
48,-1381.099789,16
49,-1251.13163,16
50,-1418.471194,16
51,-1381.099789,17
52,-1251.13163,17
53,-1418.471194,17
54,-1381.099789,18
55,-1251.13163,18
56,-1418.471194,18
57,-1381.099789,19
58,-1251.13163,19
59,-1418.471194,19
60,-1381.099789,20
61,-1251.13163,20
62,-1418.471194,20
63,-1381.099789,21
64,-1251.13163,21
65,-1418.471194,21
66,-1381.099789,22
67,-1251.13163,22
68,-1418.471194,22
69,-1381.099789,23
70,-1251.13163,23
71,-1418.471194,23
72,-1381.099789,24
73,-1251.13163,24
74,-1418.471194,24
75,-1381.099789,25
76,-1251.13163,25
77,-1418.471194,25
78,-1381.099789,26
79,-1251.13163,26
80,-1418.471194,26
81,-1381.099789,27
82,-1251.13163,27
83,-1418.471194,27
84,-1381.099789,28
85,-1251.13163,28
86,-1418.471194,28
87,-1381.099789,29
88,-1251.13163,29
89,-1418.471194,29
90,-1381.099789,30
91,-1251.13163,30
92,-1418.471194,30
93,-1381.099789,31
94,-1251.13163,31
95,-1418.471194,31
96,-1381.099789,32
97,-1251.13163,32
98,-1418.471194,32
99,-1381.099789,33
100,-1251.13163,33
101,-1418.471194,33
102,-1381.099789,34
103,-1251.13163,34
104,-1418.471194,34
105,-1381.099789,35
106,-1251.13163,35
