,data,x
0,-827.502292,0
1,-865.2045195,0
2,-748.0206035,0
3,-827.502292,1
4,-865.2045195,1
5,-748.0206035,1
6,-827.502292,2
7,-865.2045195,2
8,-748.0206035,2
9,-827.502292,3
10,-865.2045195,3
11,-748.0206035,3
12,-827.502292,4
13,-865.2045195,4
14,-748.0206035,4
15,-827.502292,5
16,-865.2045195,5
17,-748.0206035,5
18,-827.502292,6
19,-865.2045195,6
20,-748.0206035,6
21,-827.502292,7
22,-865.2045195,7
23,-748.0206035,7
24,-827.502292,8
25,-865.2045195,8
26,-748.0206035,8
27,-827.502292,9
28,-865.2045195,9
29,-748.0206035,9
30,-827.502292,10
31,-865.2045195,10
32,-748.0206035,10
33,-827.502292,11
34,-865.2045195,11
35,-748.0206035,11
36,-827.502292,12
37,-865.2045195,12
38,-748.0206035,12
39,-827.502292,13
40,-865.2045195,13
41,-748.0206035,13
42,-827.502292,14
43,-865.2045195,14
44,-748.0206035,14
45,-827.502292,15
46,-865.2045195,15
47,-748.0206035,15
48,-827.502292,16
49,-865.2045195,16
50,-748.0206035,16
51,-827.502292,17
52,-865.2045195,17
53,-748.0206035,17
54,-827.502292,18
55,-865.2045195,18
56,-748.0206035,18
57,-827.502292,19
58,-865.2045195,19
59,-748.0206035,19
60,-827.502292,20
61,-865.2045195,20
62,-748.0206035,20
63,-827.502292,21
64,-865.2045195,21
65,-748.0206035,21
66,-827.502292,22
67,-865.2045195,22
68,-748.0206035,22
69,-827.502292,23
70,-865.2045195,23
71,-748.0206035,23
72,-827.502292,24
73,-865.2045195,24
74,-748.0206035,24
75,-827.502292,25
76,-865.2045195,25
77,-748.0206035,25
78,-827.502292,26
79,-865.2045195,26
80,-748.0206035,26
81,-827.502292,27
82,-865.2045195,27
83,-748.0206035,27
84,-827.502292,28
85,-865.2045195,28
86,-748.0206035,28
87,-827.502292,29
88,-865.2045195,29
89,-748.0206035,29
90,-827.502292,30
91,-865.2045195,30
92,-748.0206035,30
93,-827.502292,31
94,-865.2045195,31
95,-748.0206035,31
96,-827.502292,32
97,-865.2045195,32
98,-748.0206035,32
99,-827.502292,33
100,-865.2045195,33
101,-748.0206035,33
102,-827.502292,34
103,-865.2045195,34
104,-748.0206035,34
105,-827.502292,35
106,-865.2045195,35
107,-748.0206035,35
108,-827.502292,36
109,-865.2045195,36
110,-748.0206035,36
111,-827.502292,37
112,-865.2045195,37
113,-748.0206035,37
114,-827.502292,38
115,-865.2045195,38
116,-748.0206035,38
117,-827.502292,39
118,-865.2045195,39
119,-748.0206035,39
120,-827.502292,40
121,-865.2045195,40
122,-748.0206035,40
123,-827.502292,41
124,-865.2045195,41
125,-748.0206035,41
126,-827.502292,42
127,-865.2045195,42
128,-748.0206035,42
129,-827.502292,43
130,-865.2045195,43
131,-748.0206035,43
132,-827.502292,44
133,-865.2045195,44
134,-748.0206035,44
135,-827.502292,45
136,-865.2045195,45
137,-748.0206035,45
138,-827.502292,46
139,-865.2045195,46
140,-748.0206035,46
141,-827.502292,47
142,-865.2045195,47
143,-748.0206035,47
144,-827.502292,48
145,-865.2045195,48
146,-748.0206035,48
147,-827.502292,49
148,-865.2045195,49
149,-748.0206035,49
150,-827.502292,50
151,-865.2045195,50
152,-748.0206035,50
153,-827.502292,51
154,-865.2045195,51
155,-748.0206035,51
156,-827.502292,52
157,-865.2045195,52
158,-748.0206035,52
159,-827.502292,53
160,-865.2045195,53
161,-748.0206035,53
162,-827.502292,54
163,-865.2045195,54
164,-748.0206035,54
165,-827.502292,55
166,-865.2045195,55
167,-748.0206035,55
168,-827.502292,56
169,-865.2045195,56
170,-748.0206035,56
171,-827.502292,57
172,-865.2045195,57
173,-748.0206035,57
174,-827.502292,58
175,-865.2045195,58
176,-748.0206035,58
177,-827.502292,59
178,-865.2045195,59
179,-748.0206035,59
180,-827.502292,60
181,-865.2045195,60
182,-748.0206035,60
183,-827.502292,61
184,-865.2045195,61
185,-748.0206035,61
186,-827.502292,62
187,-865.2045195,62
188,-748.0206035,62
189,-827.502292,63
190,-865.2045195,63
191,-748.0206035,63
192,-827.502292,64
193,-865.2045195,64
194,-748.0206035,64
195,-827.502292,65
196,-865.2045195,65
197,-748.0206035,65
198,-827.502292,66
199,-865.2045195,66
200,-748.0206035,66
201,-827.502292,67
202,-865.2045195,67
203,-748.0206035,67
204,-827.502292,68
205,-865.2045195,68
206,-748.0206035,68
207,-827.502292,69
208,-865.2045195,69
209,-748.0206035,69
210,-827.502292,70
211,-865.2045195,70
212,-748.0206035,70
213,-827.502292,71
214,-865.2045195,71
215,-748.0206035,71
216,-827.502292,72
217,-865.2045195,72
218,-748.0206035,72
219,-827.502292,73
220,-865.2045195,73
221,-748.0206035,73
222,-827.502292,74
223,-865.2045195,74
224,-748.0206035,74
225,-827.502292,75
226,-865.2045195,75
227,-748.0206035,75
228,-827.502292,76
229,-865.2045195,76
230,-748.0206035,76
231,-827.502292,77
232,-865.2045195,77
233,-748.0206035,77
234,-827.502292,78
235,-865.2045195,78
236,-748.0206035,78
237,-827.502292,79
238,-865.2045195,79
239,-748.0206035,79
240,-827.502292,80
241,-865.2045195,80
242,-748.0206035,80
243,-827.502292,81
244,-865.2045195,81
245,-748.0206035,81
246,-827.502292,82
247,-865.2045195,82
248,-748.0206035,82
249,-827.502292,83
250,-865.2045195,83
251,-748.0206035,83
252,-827.502292,84
253,-865.2045195,84
254,-748.0206035,84
255,-827.502292,85
256,-865.2045195,85
257,-748.0206035,85
258,-827.502292,86
259,-865.2045195,86
260,-748.0206035,86
261,-827.502292,87
262,-865.2045195,87
263,-748.0206035,87
264,-827.502292,88
265,-865.2045195,88
266,-748.0206035,88
267,-827.502292,89
268,-865.2045195,89
269,-748.0206035,89
270,-827.502292,90
271,-865.2045195,90
272,-748.0206035,90
273,-827.502292,91
274,-865.2045195,91
275,-748.0206035,91
276,-827.502292,92
277,-865.2045195,92
278,-748.0206035,92
279,-827.502292,93
280,-865.2045195,93
281,-748.0206035,93
282,-827.502292,94
283,-865.2045195,94
284,-748.0206035,94
285,-827.502292,95
286,-865.2045195,95
287,-748.0206035,95
288,-827.502292,96
289,-865.2045195,96
290,-748.0206035,96
291,-827.502292,97
292,-865.2045195,97
293,-748.0206035,97
294,-827.502292,98
295,-865.2045195,98
296,-748.0206035,98
297,-827.502292,99
298,-865.2045195,99
299,-748.0206035,99
300,-827.502292,100
301,-865.2045195,100
302,-748.0206035,100
303,-827.502292,101
304,-865.2045195,101
305,-748.0206035,101
306,-827.502292,102
307,-865.2045195,102
308,-748.0206035,102
309,-827.502292,103
310,-865.2045195,103
311,-748.0206035,103
312,-827.502292,104
313,-865.2045195,104
314,-748.0206035,104
315,-827.502292,105
316,-865.2045195,105
317,-748.0206035,105
318,-827.502292,106
319,-865.2045195,106
320,-748.0206035,106
321,-827.502292,107
322,-865.2045195,107
323,-748.0206035,107
324,-827.502292,108
325,-865.2045195,108
326,-748.0206035,108
327,-827.502292,109
328,-865.2045195,109
329,-748.0206035,109
330,-827.502292,110
331,-865.2045195,110
332,-748.0206035,110
333,-827.502292,111
334,-865.2045195,111
335,-748.0206035,111
336,-827.502292,112
337,-865.2045195,112
338,-748.0206035,112
339,-827.502292,113
340,-865.2045195,113
341,-748.0206035,113
342,-827.502292,114
343,-865.2045195,114
344,-748.0206035,114
345,-827.502292,115
346,-865.2045195,115
347,-748.0206035,115
348,-827.502292,116
349,-865.2045195,116
350,-748.0206035,116
351,-827.502292,117
352,-865.2045195,117
353,-748.0206035,117
354,-827.502292,118
355,-865.2045195,118
356,-748.0206035,118
357,-827.502292,119
358,-865.2045195,119
359,-748.0206035,119
360,-827.502292,120
361,-865.2045195,120
362,-748.0206035,120
363,-827.502292,121
364,-865.2045195,121
365,-748.0206035,121
366,-827.502292,122
367,-865.2045195,122
368,-748.0206035,122
369,-827.502292,123
370,-865.2045195,123
371,-748.0206035,123
372,-827.502292,124
373,-865.2045195,124
374,-748.0206035,124
375,-827.502292,125
376,-865.2045195,125
377,-748.0206035,125
378,-827.502292,126
379,-865.2045195,126
380,-748.0206035,126
381,-827.502292,127
382,-865.2045195,127
383,-748.0206035,127
384,-827.502292,128
385,-865.2045195,128
386,-748.0206035,128
387,-827.502292,129
388,-865.2045195,129
389,-748.0206035,129
390,-827.502292,130
391,-865.2045195,130
392,-748.0206035,130
393,-827.502292,131
394,-865.2045195,131
395,-748.0206035,131
396,-827.502292,132
397,-865.2045195,132
398,-748.0206035,132
399,-827.502292,133
400,-865.2045195,133
401,-748.0206035,133
402,-827.502292,134
403,-865.2045195,134
404,-748.0206035,134
405,-827.502292,135
406,-865.2045195,135
407,-748.0206035,135
408,-827.502292,136
409,-865.2045195,136
410,-748.0206035,136
411,-827.502292,137
412,-865.2045195,137
413,-748.0206035,137
414,-827.502292,138
415,-865.2045195,138
416,-748.0206035,138
417,-827.502292,139
418,-865.2045195,139
419,-748.0206035,139
420,-827.502292,140
421,-865.2045195,140
422,-748.0206035,140
423,-827.502292,141
424,-865.2045195,141
425,-748.0206035,141
426,-827.502292,142
427,-865.2045195,142
428,-748.0206035,142
429,-827.502292,143
430,-865.2045195,143
431,-748.0206035,143
432,-827.502292,144
433,-865.2045195,144
434,-748.0206035,144
435,-827.502292,145
436,-865.2045195,145
437,-748.0206035,145
438,-827.502292,146
439,-865.2045195,146
440,-748.0206035,146
441,-827.502292,147
442,-865.2045195,147
443,-748.0206035,147
444,-827.502292,148
445,-865.2045195,148
446,-748.0206035,148
447,-827.502292,149
448,-865.2045195,149
449,-748.0206035,149
450,-827.502292,150
451,-865.2045195,150
452,-748.0206035,150
453,-827.502292,151
454,-865.2045195,151
455,-748.0206035,151
456,-827.502292,152
457,-865.2045195,152
458,-748.0206035,152
459,-827.502292,153
460,-865.2045195,153
461,-748.0206035,153
462,-827.502292,154
463,-865.2045195,154
464,-748.0206035,154
465,-827.502292,155
466,-865.2045195,155
467,-748.0206035,155
468,-827.502292,156
469,-865.2045195,156
470,-748.0206035,156
471,-827.502292,157
472,-865.2045195,157
473,-748.0206035,157
474,-827.502292,158
475,-865.2045195,158
476,-748.0206035,158
477,-827.502292,159
478,-865.2045195,159
479,-748.0206035,159
480,-827.502292,160
481,-865.2045195,160
482,-748.0206035,160
483,-827.502292,161
484,-865.2045195,161
485,-748.0206035,161
486,-827.502292,162
487,-865.2045195,162
488,-748.0206035,162
489,-827.502292,163
490,-865.2045195,163
491,-748.0206035,163
492,-827.502292,164
493,-865.2045195,164
494,-748.0206035,164
495,-827.502292,165
496,-865.2045195,165
497,-748.0206035,165
498,-827.502292,166
499,-865.2045195,166
500,-748.0206035,166
501,-827.502292,167
502,-865.2045195,167
503,-748.0206035,167
504,-827.502292,168
505,-865.2045195,168
506,-748.0206035,168
507,-827.502292,169
508,-865.2045195,169
509,-748.0206035,169
510,-827.502292,170
511,-865.2045195,170
512,-748.0206035,170
513,-827.502292,171
514,-865.2045195,171
515,-748.0206035,171
516,-827.502292,172
517,-865.2045195,172
518,-748.0206035,172
519,-827.502292,173
520,-865.2045195,173
521,-748.0206035,173
522,-827.502292,174
523,-865.2045195,174
524,-748.0206035,174
525,-827.502292,175
526,-865.2045195,175
527,-748.0206035,175
528,-827.502292,176
529,-865.2045195,176
530,-748.0206035,176
531,-827.502292,177
532,-865.2045195,177
533,-748.0206035,177
534,-827.502292,178
535,-865.2045195,178
536,-748.0206035,178
537,-827.502292,179
538,-865.2045195,179
539,-748.0206035,179
540,-827.502292,180
541,-865.2045195,180
542,-748.0206035,180
543,-827.502292,181
544,-865.2045195,181
545,-748.0206035,181
546,-827.502292,182
547,-865.2045195,182
548,-748.0206035,182
549,-827.502292,183
550,-865.2045195,183
551,-748.0206035,183
552,-827.502292,184
553,-865.2045195,184
554,-748.0206035,184
555,-827.502292,185
556,-865.2045195,185
557,-748.0206035,185
558,-827.502292,186
559,-865.2045195,186
560,-748.0206035,186
561,-827.502292,187
562,-865.2045195,187
563,-748.0206035,187
564,-827.502292,188
565,-865.2045195,188
566,-748.0206035,188
567,-827.502292,189
568,-865.2045195,189
569,-748.0206035,189
570,-827.502292,190
571,-865.2045195,190
572,-748.0206035,190
573,-827.502292,191
574,-865.2045195,191
575,-748.0206035,191
576,-827.502292,192
577,-865.2045195,192
578,-748.0206035,192
579,-827.502292,193
580,-865.2045195,193
581,-748.0206035,193
582,-827.502292,194
583,-865.2045195,194
584,-748.0206035,194
585,-827.502292,195
586,-865.2045195,195
587,-748.0206035,195
588,-827.502292,196
589,-865.2045195,196
590,-748.0206035,196
591,-827.502292,197
592,-865.2045195,197
593,-748.0206035,197
594,-827.502292,198
595,-865.2045195,198
596,-748.0206035,198
597,-827.502292,199
598,-865.2045195,199
599,-748.0206035,199
600,-827.502292,200
601,-865.2045195,200
602,-748.0206035,200
603,-827.502292,201
604,-865.2045195,201
605,-748.0206035,201
606,-827.502292,202
607,-865.2045195,202
608,-748.0206035,202
609,-827.502292,203
610,-865.2045195,203
611,-748.0206035,203
612,-827.502292,204
613,-865.2045195,204
614,-748.0206035,204
615,-827.502292,205
616,-865.2045195,205
617,-748.0206035,205
618,-827.502292,206
619,-865.2045195,206
620,-748.0206035,206
621,-827.502292,207
622,-865.2045195,207
623,-748.0206035,207
624,-827.502292,208
625,-865.2045195,208
626,-748.0206035,208
627,-827.502292,209
628,-865.2045195,209
629,-748.0206035,209
630,-827.502292,210
631,-865.2045195,210
632,-748.0206035,210
633,-827.502292,211
634,-865.2045195,211
635,-748.0206035,211
636,-827.502292,212
637,-865.2045195,212
638,-748.0206035,212
639,-827.502292,213
640,-865.2045195,213
641,-748.0206035,213
642,-827.502292,214
643,-865.2045195,214
644,-748.0206035,214
645,-827.502292,215
646,-865.2045195,215
647,-748.0206035,215
648,-827.502292,216
649,-865.2045195,216
650,-748.0206035,216
651,-827.502292,217
652,-865.2045195,217
653,-748.0206035,217
654,-827.502292,218
655,-865.2045195,218
656,-748.0206035,218
657,-827.502292,219
658,-865.2045195,219
659,-748.0206035,219
660,-827.502292,220
661,-865.2045195,220
662,-748.0206035,220
663,-827.502292,221
664,-865.2045195,221
665,-748.0206035,221
666,-827.502292,222
667,-865.2045195,222
668,-748.0206035,222
669,-827.502292,223
670,-865.2045195,223
671,-748.0206035,223
672,-827.502292,224
673,-865.2045195,224
674,-748.0206035,224
675,-827.502292,225
676,-865.2045195,225
677,-748.0206035,225
678,-827.502292,226
679,-865.2045195,226
680,-748.0206035,226
681,-827.502292,227
682,-865.2045195,227
683,-748.0206035,227
684,-827.502292,228
685,-865.2045195,228
686,-748.0206035,228
687,-827.502292,229
688,-865.2045195,229
689,-748.0206035,229
690,-827.502292,230
691,-865.2045195,230
692,-748.0206035,230
693,-827.502292,231
694,-865.2045195,231
695,-748.0206035,231
696,-827.502292,232
697,-865.2045195,232
698,-748.0206035,232
699,-827.502292,233
700,-865.2045195,233
701,-748.0206035,233
702,-827.502292,234
703,-865.2045195,234
704,-748.0206035,234
705,-827.502292,235
706,-865.2045195,235
707,-748.0206035,235
708,-827.502292,236
709,-865.2045195,236
710,-748.0206035,236
711,-827.502292,237
712,-865.2045195,237
713,-748.0206035,237
714,-827.502292,238
715,-865.2045195,238
716,-748.0206035,238
717,-827.502292,239
718,-865.2045195,239
719,-748.0206035,239
720,-827.502292,240
721,-865.2045195,240
722,-748.0206035,240
723,-827.502292,241
724,-865.2045195,241
725,-748.0206035,241
726,-827.502292,242
727,-865.2045195,242
728,-748.0206035,242
729,-827.502292,243
730,-865.2045195,243
731,-748.0206035,243
732,-827.502292,244
733,-865.2045195,244
734,-748.0206035,244
735,-827.502292,245
736,-865.2045195,245
737,-748.0206035,245
738,-827.502292,246
739,-865.2045195,246
740,-748.0206035,246
741,-827.502292,247
742,-865.2045195,247
743,-748.0206035,247
744,-827.502292,248
745,-865.2045195,248
746,-748.0206035,248
747,-827.502292,249
748,-865.2045195,249
749,-748.0206035,249
750,-827.502292,250
751,-865.2045195,250
752,-748.0206035,250
753,-827.502292,251
754,-865.2045195,251
755,-748.0206035,251
756,-827.502292,252
757,-865.2045195,252
758,-748.0206035,252
759,-827.502292,253
760,-865.2045195,253
761,-748.0206035,253
762,-827.502292,254
763,-865.2045195,254
764,-748.0206035,254
765,-827.502292,255
766,-865.2045195,255
767,-748.0206035,255
768,-827.502292,256
769,-865.2045195,256
770,-748.0206035,256
771,-827.502292,257
772,-865.2045195,257
773,-748.0206035,257
774,-827.502292,258
775,-865.2045195,258
776,-748.0206035,258
777,-827.502292,259
778,-865.2045195,259
779,-748.0206035,259
780,-827.502292,260
781,-865.2045195,260
782,-748.0206035,260
783,-827.502292,261
784,-865.2045195,261
785,-748.0206035,261
786,-827.502292,262
787,-865.2045195,262
788,-748.0206035,262
789,-827.502292,263
790,-865.2045195,263
791,-748.0206035,263
792,-827.502292,264
793,-865.2045195,264
794,-748.0206035,264
795,-827.502292,265
796,-865.2045195,265
797,-748.0206035,265
798,-827.502292,266
799,-865.2045195,266
800,-748.0206035,266
801,-827.502292,267
802,-865.2045195,267
803,-748.0206035,267
804,-827.502292,268
805,-865.2045195,268
806,-748.0206035,268
807,-827.502292,269
808,-865.2045195,269
809,-748.0206035,269
810,-827.502292,270
811,-865.2045195,270
812,-748.0206035,270
813,-827.502292,271
814,-865.2045195,271
815,-748.0206035,271
816,-827.502292,272
817,-865.2045195,272
818,-748.0206035,272
819,-827.502292,273
820,-865.2045195,273
821,-748.0206035,273
822,-827.502292,274
823,-865.2045195,274
824,-748.0206035,274
825,-827.502292,275
826,-865.2045195,275
827,-748.0206035,275
828,-827.502292,276
829,-865.2045195,276
830,-748.0206035,276
831,-827.502292,277
832,-865.2045195,277
833,-748.0206035,277
834,-827.502292,278
835,-865.2045195,278
836,-748.0206035,278
837,-827.502292,279
838,-865.2045195,279
839,-748.0206035,279
840,-827.502292,280
841,-865.2045195,280
842,-748.0206035,280
843,-827.502292,281
844,-865.2045195,281
845,-748.0206035,281
846,-827.502292,282
847,-865.2045195,282
848,-748.0206035,282
849,-827.502292,283
850,-865.2045195,283
851,-748.0206035,283
852,-827.502292,284
853,-865.2045195,284
854,-748.0206035,284
855,-827.502292,285
856,-865.2045195,285
857,-748.0206035,285
858,-827.502292,286
859,-865.2045195,286
860,-748.0206035,286
861,-827.502292,287
862,-865.2045195,287
863,-748.0206035,287
864,-827.502292,288
865,-865.2045195,288
866,-748.0206035,288
867,-827.502292,289
868,-865.2045195,289
869,-748.0206035,289
870,-827.502292,290
871,-865.2045195,290
872,-748.0206035,290
873,-827.502292,291
874,-865.2045195,291
875,-748.0206035,291
876,-827.502292,292
877,-865.2045195,292
878,-748.0206035,292
879,-827.502292,293
880,-865.2045195,293
881,-748.0206035,293
882,-827.502292,294
883,-865.2045195,294
884,-748.0206035,294
885,-827.502292,295
886,-865.2045195,295
887,-748.0206035,295
888,-827.502292,296
889,-865.2045195,296
890,-748.0206035,296
891,-827.502292,297
892,-865.2045195,297
893,-748.0206035,297
894,-827.502292,298
895,-865.2045195,298
896,-748.0206035,298
897,-827.502292,299
898,-865.2045195,299
899,-748.0206035,299
900,-827.502292,300
901,-865.2045195,300
902,-748.0206035,300
903,-827.502292,301
904,-865.2045195,301
905,-748.0206035,301
906,-827.502292,302
907,-865.2045195,302
908,-748.0206035,302
909,-827.502292,303
910,-865.2045195,303
911,-748.0206035,303
912,-827.502292,304
913,-865.2045195,304
914,-748.0206035,304
915,-827.502292,305
916,-865.2045195,305
917,-748.0206035,305
918,-827.502292,306
919,-865.2045195,306
920,-748.0206035,306
921,-827.502292,307
922,-865.2045195,307
923,-748.0206035,307
924,-827.502292,308
925,-865.2045195,308
926,-748.0206035,308
927,-827.502292,309
928,-865.2045195,309
929,-748.0206035,309
930,-827.502292,310
931,-865.2045195,310
932,-748.0206035,310
933,-827.502292,311
934,-865.2045195,311
935,-748.0206035,311
936,-827.502292,312
937,-865.2045195,312
938,-748.0206035,312
939,-827.502292,313
940,-865.2045195,313
941,-748.0206035,313
942,-827.502292,314
943,-865.2045195,314
944,-748.0206035,314
945,-827.502292,315
946,-865.2045195,315
947,-748.0206035,315
948,-827.502292,316
949,-865.2045195,316
950,-748.0206035,316
951,-827.502292,317
952,-865.2045195,317
953,-748.0206035,317
954,-827.502292,318
955,-865.2045195,318
956,-748.0206035,318
957,-827.502292,319
958,-865.2045195,319
959,-748.0206035,319
960,-827.502292,320
961,-865.2045195,320
962,-748.0206035,320
963,-827.502292,321
964,-865.2045195,321
965,-748.0206035,321
966,-827.502292,322
967,-865.2045195,322
968,-748.0206035,322
969,-827.502292,323
970,-865.2045195,323
971,-748.0206035,323
972,-827.502292,324
973,-865.2045195,324
974,-748.0206035,324
975,-827.502292,325
976,-865.2045195,325
977,-748.0206035,325
978,-827.502292,326
979,-865.2045195,326
980,-748.0206035,326
981,-827.502292,327
982,-865.2045195,327
983,-748.0206035,327
984,-827.502292,328
985,-865.2045195,328
986,-748.0206035,328
987,-827.502292,329
