,data,x
0,-639.5608404,0
1,-671.4448364,0
2,-672.9662356,0
3,-639.5608404,1
4,-671.4448364,1
5,-672.9662356,1
6,-639.5608404,2
7,-671.4448364,2
8,-672.9662356,2
9,-639.5608404,3
10,-671.4448364,3
11,-672.9662356,3
12,-639.5608404,4
13,-671.4448364,4
14,-672.9662356,4
15,-639.5608404,5
16,-671.4448364,5
17,-672.9662356,5
18,-639.5608404,6
19,-671.4448364,6
20,-672.9662356,6
21,-639.5608404,7
22,-671.4448364,7
23,-672.9662356,7
24,-639.5608404,8
25,-671.4448364,8
26,-672.9662356,8
27,-639.5608404,9
28,-671.4448364,9
29,-672.9662356,9
30,-639.5608404,10
31,-671.4448364,10
32,-672.9662356,10
33,-639.5608404,11
34,-671.4448364,11
35,-672.9662356,11
36,-639.5608404,12
37,-671.4448364,12
38,-672.9662356,12
39,-639.5608404,13
40,-671.4448364,13
41,-672.9662356,13
42,-639.5608404,14
43,-671.4448364,14
44,-672.9662356,14
45,-639.5608404,15
46,-671.4448364,15
47,-672.9662356,15
48,-639.5608404,16
49,-671.4448364,16
50,-672.9662356,16
51,-639.5608404,17
52,-671.4448364,17
53,-672.9662356,17
54,-639.5608404,18
55,-671.4448364,18
56,-672.9662356,18
57,-639.5608404,19
58,-671.4448364,19
59,-672.9662356,19
60,-639.5608404,20
61,-671.4448364,20
62,-672.9662356,20
63,-639.5608404,21
64,-671.4448364,21
65,-672.9662356,21
66,-639.5608404,22
67,-671.4448364,22
68,-672.9662356,22
69,-639.5608404,23
70,-671.4448364,23
71,-672.9662356,23
72,-639.5608404,24
73,-671.4448364,24
74,-672.9662356,24
75,-639.5608404,25
76,-671.4448364,25
77,-672.9662356,25
78,-639.5608404,26
79,-671.4448364,26
80,-672.9662356,26
81,-639.5608404,27
82,-671.4448364,27
83,-672.9662356,27
84,-639.5608404,28
85,-671.4448364,28
86,-672.9662356,28
87,-639.5608404,29
88,-671.4448364,29
89,-672.9662356,29
90,-639.5608404,30
91,-671.4448364,30
92,-672.9662356,30
93,-639.5608404,31
94,-671.4448364,31
95,-672.9662356,31
96,-639.5608404,32
97,-671.4448364,32
98,-672.9662356,32
99,-639.5608404,33
100,-671.4448364,33
101,-672.9662356,33
102,-639.5608404,34
103,-671.4448364,34
104,-672.9662356,34
105,-639.5608404,35
106,-671.4448364,35
107,-672.9662356,35
108,-639.5608404,36
109,-671.4448364,36
110,-672.9662356,36
111,-639.5608404,37
112,-671.4448364,37
113,-672.9662356,37
114,-639.5608404,38
115,-671.4448364,38
116,-672.9662356,38
117,-639.5608404,39
118,-671.4448364,39
119,-672.9662356,39
120,-639.5608404,40
121,-671.4448364,40
122,-672.9662356,40
123,-639.5608404,41
124,-671.4448364,41
125,-672.9662356,41
126,-639.5608404,42
127,-671.4448364,42
128,-672.9662356,42
129,-639.5608404,43
130,-671.4448364,43
131,-672.9662356,43
132,-639.5608404,44
133,-671.4448364,44
134,-672.9662356,44
135,-639.5608404,45
136,-671.4448364,45
137,-672.9662356,45
138,-639.5608404,46
139,-671.4448364,46
140,-672.9662356,46
141,-639.5608404,47
142,-671.4448364,47
143,-672.9662356,47
144,-639.5608404,48
145,-671.4448364,48
146,-672.9662356,48
147,-639.5608404,49
148,-671.4448364,49
149,-672.9662356,49
150,-639.5608404,50
151,-671.4448364,50
152,-672.9662356,50
153,-639.5608404,51
154,-671.4448364,51
155,-672.9662356,51
156,-639.5608404,52
157,-671.4448364,52
158,-672.9662356,52
159,-639.5608404,53
160,-671.4448364,53
161,-672.9662356,53
162,-639.5608404,54
163,-671.4448364,54
164,-672.9662356,54
165,-639.5608404,55
166,-671.4448364,55
167,-672.9662356,55
168,-639.5608404,56
169,-671.4448364,56
170,-672.9662356,56
171,-639.5608404,57
172,-671.4448364,57
173,-672.9662356,57
174,-639.5608404,58
175,-671.4448364,58
176,-672.9662356,58
177,-639.5608404,59
178,-671.4448364,59
179,-672.9662356,59
180,-639.5608404,60
181,-671.4448364,60
182,-672.9662356,60
183,-639.5608404,61
184,-671.4448364,61
185,-672.9662356,61
186,-639.5608404,62
187,-671.4448364,62
188,-672.9662356,62
189,-639.5608404,63
190,-671.4448364,63
191,-672.9662356,63
192,-639.5608404,64
193,-671.4448364,64
194,-672.9662356,64
195,-639.5608404,65
196,-671.4448364,65
197,-672.9662356,65
198,-639.5608404,66
199,-671.4448364,66
200,-672.9662356,66
201,-639.5608404,67
202,-671.4448364,67
203,-672.9662356,67
204,-639.5608404,68
205,-671.4448364,68
206,-672.9662356,68
207,-639.5608404,69
208,-671.4448364,69
209,-672.9662356,69
210,-639.5608404,70
211,-671.4448364,70
212,-672.9662356,70
213,-639.5608404,71
214,-671.4448364,71
215,-672.9662356,71
216,-639.5608404,72
217,-671.4448364,72
218,-672.9662356,72
219,-639.5608404,73
220,-671.4448364,73
221,-672.9662356,73
222,-639.5608404,74
223,-671.4448364,74
224,-672.9662356,74
225,-639.5608404,75
226,-671.4448364,75
227,-672.9662356,75
228,-639.5608404,76
229,-671.4448364,76
230,-672.9662356,76
231,-639.5608404,77
232,-671.4448364,77
233,-672.9662356,77
234,-639.5608404,78
235,-671.4448364,78
236,-672.9662356,78
237,-639.5608404,79
238,-671.4448364,79
239,-672.9662356,79
240,-639.5608404,80
241,-671.4448364,80
242,-672.9662356,80
243,-639.5608404,81
244,-671.4448364,81
245,-672.9662356,81
246,-639.5608404,82
247,-671.4448364,82
248,-672.9662356,82
249,-639.5608404,83
250,-671.4448364,83
251,-672.9662356,83
252,-639.5608404,84
253,-671.4448364,84
254,-672.9662356,84
255,-639.5608404,85
256,-671.4448364,85
257,-672.9662356,85
258,-639.5608404,86
259,-671.4448364,86
260,-672.9662356,86
261,-639.5608404,87
262,-671.4448364,87
263,-672.9662356,87
264,-639.5608404,88
265,-671.4448364,88
266,-672.9662356,88
267,-639.5608404,89
268,-671.4448364,89
269,-672.9662356,89
270,-639.5608404,90
271,-671.4448364,90
272,-672.9662356,90
273,-639.5608404,91
274,-671.4448364,91
275,-672.9662356,91
276,-639.5608404,92
277,-671.4448364,92
278,-672.9662356,92
279,-639.5608404,93
280,-671.4448364,93
281,-672.9662356,93
282,-639.5608404,94
283,-671.4448364,94
284,-672.9662356,94
285,-639.5608404,95
286,-671.4448364,95
287,-672.9662356,95
288,-639.5608404,96
289,-671.4448364,96
290,-672.9662356,96
291,-639.5608404,97
292,-671.4448364,97
293,-672.9662356,97
294,-639.5608404,98
295,-671.4448364,98
296,-672.9662356,98
297,-639.5608404,99
298,-671.4448364,99
299,-672.9662356,99
300,-639.5608404,100
301,-671.4448364,100
302,-672.9662356,100
303,-639.5608404,101
304,-671.4448364,101
305,-672.9662356,101
306,-639.5608404,102
307,-671.4448364,102
308,-672.9662356,102
309,-639.5608404,103
310,-671.4448364,103
311,-672.9662356,103
312,-639.5608404,104
313,-671.4448364,104
314,-672.9662356,104
315,-639.5608404,105
316,-671.4448364,105
317,-672.9662356,105
318,-639.5608404,106
319,-671.4448364,106
320,-672.9662356,106
321,-639.5608404,107
322,-671.4448364,107
323,-672.9662356,107
324,-639.5608404,108
325,-671.4448364,108
326,-672.9662356,108
327,-639.5608404,109
328,-671.4448364,109
329,-672.9662356,109
330,-639.5608404,110
331,-671.4448364,110
332,-672.9662356,110
333,-639.5608404,111
334,-671.4448364,111
335,-672.9662356,111
336,-639.5608404,112
337,-671.4448364,112
338,-672.9662356,112
339,-639.5608404,113
340,-671.4448364,113
341,-672.9662356,113
342,-639.5608404,114
343,-671.4448364,114
344,-672.9662356,114
345,-639.5608404,115
346,-671.4448364,115
347,-672.9662356,115
348,-639.5608404,116
349,-671.4448364,116
350,-672.9662356,116
351,-639.5608404,117
352,-671.4448364,117
353,-672.9662356,117
354,-639.5608404,118
355,-671.4448364,118
356,-672.9662356,118
357,-639.5608404,119
358,-671.4448364,119
359,-672.9662356,119
360,-639.5608404,120
361,-671.4448364,120
362,-672.9662356,120
363,-639.5608404,121
364,-671.4448364,121
365,-672.9662356,121
366,-639.5608404,122
367,-671.4448364,122
368,-672.9662356,122
369,-639.5608404,123
370,-671.4448364,123
371,-672.9662356,123
372,-639.5608404,124
373,-671.4448364,124
374,-672.9662356,124
375,-639.5608404,125
376,-671.4448364,125
377,-672.9662356,125
378,-639.5608404,126
379,-671.4448364,126
380,-672.9662356,126
381,-639.5608404,127
382,-671.4448364,127
383,-672.9662356,127
384,-639.5608404,128
385,-671.4448364,128
386,-672.9662356,128
387,-639.5608404,129
388,-671.4448364,129
389,-672.9662356,129
390,-639.5608404,130
391,-671.4448364,130
392,-672.9662356,130
393,-639.5608404,131
394,-671.4448364,131
395,-672.9662356,131
396,-639.5608404,132
397,-671.4448364,132
398,-672.9662356,132
399,-639.5608404,133
400,-671.4448364,133
401,-672.9662356,133
402,-639.5608404,134
403,-671.4448364,134
404,-672.9662356,134
405,-639.5608404,135
406,-671.4448364,135
407,-672.9662356,135
408,-639.5608404,136
409,-671.4448364,136
410,-672.9662356,136
411,-639.5608404,137
412,-671.4448364,137
413,-672.9662356,137
414,-639.5608404,138
415,-671.4448364,138
416,-672.9662356,138
417,-639.5608404,139
418,-671.4448364,139
419,-672.9662356,139
420,-639.5608404,140
421,-671.4448364,140
422,-672.9662356,140
423,-639.5608404,141
424,-671.4448364,141
425,-672.9662356,141
426,-639.5608404,142
427,-671.4448364,142
428,-672.9662356,142
429,-639.5608404,143
430,-671.4448364,143
431,-672.9662356,143
432,-639.5608404,144
433,-671.4448364,144
434,-672.9662356,144
435,-639.5608404,145
436,-671.4448364,145
437,-672.9662356,145
438,-639.5608404,146
439,-671.4448364,146
440,-672.9662356,146
441,-639.5608404,147
442,-671.4448364,147
443,-672.9662356,147
444,-639.5608404,148
445,-671.4448364,148
446,-672.9662356,148
447,-639.5608404,149
448,-671.4448364,149
449,-672.9662356,149
450,-639.5608404,150
451,-671.4448364,150
452,-672.9662356,150
453,-639.5608404,151
454,-671.4448364,151
455,-672.9662356,151
456,-639.5608404,152
457,-671.4448364,152
458,-672.9662356,152
459,-639.5608404,153
460,-671.4448364,153
461,-672.9662356,153
462,-639.5608404,154
463,-671.4448364,154
464,-672.9662356,154
465,-639.5608404,155
466,-671.4448364,155
467,-672.9662356,155
468,-639.5608404,156
469,-671.4448364,156
470,-672.9662356,156
471,-639.5608404,157
472,-671.4448364,157
473,-672.9662356,157
474,-639.5608404,158
475,-671.4448364,158
476,-672.9662356,158
477,-639.5608404,159
478,-671.4448364,159
479,-672.9662356,159
480,-639.5608404,160
481,-671.4448364,160
482,-672.9662356,160
483,-639.5608404,161
484,-671.4448364,161
485,-672.9662356,161
486,-639.5608404,162
487,-671.4448364,162
488,-672.9662356,162
489,-639.5608404,163
490,-671.4448364,163
491,-672.9662356,163
492,-639.5608404,164
493,-671.4448364,164
494,-672.9662356,164
495,-639.5608404,165
496,-671.4448364,165
497,-672.9662356,165
498,-639.5608404,166
499,-671.4448364,166
500,-672.9662356,166
501,-639.5608404,167
502,-671.4448364,167
503,-672.9662356,167
504,-639.5608404,168
505,-671.4448364,168
506,-672.9662356,168
507,-639.5608404,169
508,-671.4448364,169
509,-672.9662356,169
510,-639.5608404,170
511,-671.4448364,170
512,-672.9662356,170
513,-639.5608404,171
514,-671.4448364,171
515,-672.9662356,171
516,-639.5608404,172
517,-671.4448364,172
518,-672.9662356,172
519,-639.5608404,173
520,-671.4448364,173
521,-672.9662356,173
522,-639.5608404,174
523,-671.4448364,174
524,-672.9662356,174
525,-639.5608404,175
526,-671.4448364,175
527,-672.9662356,175
528,-639.5608404,176
529,-671.4448364,176
530,-672.9662356,176
531,-639.5608404,177
532,-671.4448364,177
533,-672.9662356,177
534,-639.5608404,178
535,-671.4448364,178
536,-672.9662356,178
537,-639.5608404,179
538,-671.4448364,179
539,-672.9662356,179
540,-639.5608404,180
541,-671.4448364,180
542,-672.9662356,180
543,-639.5608404,181
544,-671.4448364,181
545,-672.9662356,181
546,-639.5608404,182
547,-671.4448364,182
548,-672.9662356,182
549,-639.5608404,183
550,-671.4448364,183
551,-672.9662356,183
552,-639.5608404,184
553,-671.4448364,184
554,-672.9662356,184
555,-639.5608404,185
556,-671.4448364,185
557,-672.9662356,185
558,-639.5608404,186
559,-671.4448364,186
560,-672.9662356,186
561,-639.5608404,187
562,-671.4448364,187
563,-672.9662356,187
564,-639.5608404,188
565,-671.4448364,188
566,-672.9662356,188
567,-639.5608404,189
568,-671.4448364,189
569,-672.9662356,189
570,-639.5608404,190
571,-671.4448364,190
572,-672.9662356,190
573,-639.5608404,191
574,-671.4448364,191
575,-672.9662356,191
576,-639.5608404,192
577,-671.4448364,192
578,-672.9662356,192
579,-639.5608404,193
580,-671.4448364,193
581,-672.9662356,193
582,-639.5608404,194
583,-671.4448364,194
584,-672.9662356,194
585,-639.5608404,195
586,-671.4448364,195
587,-672.9662356,195
588,-639.5608404,196
589,-671.4448364,196
590,-672.9662356,196
591,-639.5608404,197
592,-671.4448364,197
593,-672.9662356,197
594,-639.5608404,198
595,-671.4448364,198
596,-672.9662356,198
597,-639.5608404,199
598,-671.4448364,199
599,-672.9662356,199
600,-639.5608404,200
601,-671.4448364,200
602,-672.9662356,200
603,-639.5608404,201
604,-671.4448364,201
605,-672.9662356,201
606,-639.5608404,202
607,-671.4448364,202
608,-672.9662356,202
609,-639.5608404,203
610,-671.4448364,203
611,-672.9662356,203
612,-639.5608404,204
613,-671.4448364,204
614,-672.9662356,204
615,-639.5608404,205
616,-671.4448364,205
617,-672.9662356,205
618,-639.5608404,206
619,-671.4448364,206
620,-672.9662356,206
621,-639.5608404,207
622,-671.4448364,207
623,-672.9662356,207
624,-639.5608404,208
625,-671.4448364,208
626,-672.9662356,208
627,-639.5608404,209
628,-671.4448364,209
629,-672.9662356,209
630,-639.5608404,210
631,-671.4448364,210
632,-672.9662356,210
633,-639.5608404,211
634,-671.4448364,211
635,-672.9662356,211
636,-639.5608404,212
637,-671.4448364,212
638,-672.9662356,212
639,-639.5608404,213
640,-671.4448364,213
641,-672.9662356,213
642,-639.5608404,214
643,-671.4448364,214
644,-672.9662356,214
645,-639.5608404,215
646,-671.4448364,215
647,-672.9662356,215
648,-639.5608404,216
649,-671.4448364,216
650,-672.9662356,216
651,-639.5608404,217
652,-671.4448364,217
653,-672.9662356,217
654,-639.5608404,218
655,-671.4448364,218
656,-672.9662356,218
657,-639.5608404,219
658,-671.4448364,219
659,-672.9662356,219
660,-639.5608404,220
661,-671.4448364,220
662,-672.9662356,220
663,-639.5608404,221
664,-671.4448364,221
665,-672.9662356,221
666,-639.5608404,222
667,-671.4448364,222
668,-672.9662356,222
669,-639.5608404,223
670,-671.4448364,223
671,-672.9662356,223
672,-639.5608404,224
673,-671.4448364,224
674,-672.9662356,224
675,-639.5608404,225
676,-671.4448364,225
677,-672.9662356,225
678,-639.5608404,226
679,-671.4448364,226
680,-672.9662356,226
681,-639.5608404,227
682,-671.4448364,227
683,-672.9662356,227
684,-639.5608404,228
685,-671.4448364,228
686,-672.9662356,228
687,-639.5608404,229
688,-671.4448364,229
689,-672.9662356,229
690,-639.5608404,230
691,-671.4448364,230
692,-672.9662356,230
693,-639.5608404,231
694,-671.4448364,231
695,-672.9662356,231
696,-639.5608404,232
697,-671.4448364,232
698,-672.9662356,232
699,-639.5608404,233
700,-671.4448364,233
701,-672.9662356,233
702,-639.5608404,234
703,-671.4448364,234
704,-672.9662356,234
705,-639.5608404,235
706,-671.4448364,235
707,-672.9662356,235
708,-639.5608404,236
709,-671.4448364,236
710,-672.9662356,236
711,-639.5608404,237
712,-671.4448364,237
713,-672.9662356,237
714,-639.5608404,238
715,-671.4448364,238
716,-672.9662356,238
717,-639.5608404,239
718,-671.4448364,239
719,-672.9662356,239
720,-639.5608404,240
721,-671.4448364,240
722,-672.9662356,240
723,-639.5608404,241
724,-671.4448364,241
725,-672.9662356,241
726,-639.5608404,242
727,-671.4448364,242
728,-672.9662356,242
729,-639.5608404,243
730,-671.4448364,243
731,-672.9662356,243
732,-639.5608404,244
733,-671.4448364,244
734,-672.9662356,244
735,-639.5608404,245
736,-671.4448364,245
737,-672.9662356,245
738,-639.5608404,246
739,-671.4448364,246
740,-672.9662356,246
741,-639.5608404,247
742,-671.4448364,247
743,-672.9662356,247
744,-639.5608404,248
745,-671.4448364,248
746,-672.9662356,248
747,-639.5608404,249
748,-671.4448364,249
749,-672.9662356,249
750,-639.5608404,250
751,-671.4448364,250
752,-672.9662356,250
753,-639.5608404,251
754,-671.4448364,251
755,-672.9662356,251
756,-639.5608404,252
757,-671.4448364,252
758,-672.9662356,252
759,-639.5608404,253
760,-671.4448364,253
761,-672.9662356,253
762,-639.5608404,254
763,-671.4448364,254
764,-672.9662356,254
765,-639.5608404,255
766,-671.4448364,255
767,-672.9662356,255
768,-639.5608404,256
769,-671.4448364,256
770,-672.9662356,256
771,-639.5608404,257
772,-671.4448364,257
773,-672.9662356,257
774,-639.5608404,258
775,-671.4448364,258
776,-672.9662356,258
777,-639.5608404,259
778,-671.4448364,259
779,-672.9662356,259
780,-639.5608404,260
781,-671.4448364,260
782,-672.9662356,260
783,-639.5608404,261
784,-671.4448364,261
785,-672.9662356,261
786,-639.5608404,262
787,-671.4448364,262
788,-672.9662356,262
789,-639.5608404,263
790,-671.4448364,263
791,-672.9662356,263
792,-639.5608404,264
793,-671.4448364,264
794,-672.9662356,264
795,-639.5608404,265
796,-671.4448364,265
797,-672.9662356,265
798,-639.5608404,266
799,-671.4448364,266
800,-672.9662356,266
801,-639.5608404,267
802,-671.4448364,267
803,-672.9662356,267
804,-639.5608404,268
805,-671.4448364,268
806,-672.9662356,268
807,-639.5608404,269
808,-671.4448364,269
809,-672.9662356,269
810,-639.5608404,270
811,-671.4448364,270
812,-672.9662356,270
813,-639.5608404,271
814,-671.4448364,271
815,-672.9662356,271
816,-639.5608404,272
817,-671.4448364,272
818,-672.9662356,272
819,-639.5608404,273
820,-671.4448364,273
821,-672.9662356,273
822,-639.5608404,274
823,-671.4448364,274
824,-672.9662356,274
825,-639.5608404,275
826,-671.4448364,275
827,-672.9662356,275
828,-639.5608404,276
829,-671.4448364,276
830,-672.9662356,276
831,-639.5608404,277
832,-671.4448364,277
833,-672.9662356,277
834,-639.5608404,278
835,-671.4448364,278
836,-672.9662356,278
837,-639.5608404,279
838,-671.4448364,279
839,-672.9662356,279
840,-639.5608404,280
841,-671.4448364,280
842,-672.9662356,280
843,-639.5608404,281
844,-671.4448364,281
845,-672.9662356,281
846,-639.5608404,282
847,-671.4448364,282
