,data,x
0,-551.7191179,0
1,-540.9095633,0
2,-581.5738117,0
3,-551.7191179,1
4,-540.9095633,1
5,-581.5738117,1
6,-551.7191179,2
7,-540.9095633,2
8,-581.5738117,2
9,-551.7191179,3
10,-540.9095633,3
11,-581.5738117,3
12,-551.7191179,4
13,-540.9095633,4
14,-581.5738117,4
15,-551.7191179,5
16,-540.9095633,5
17,-581.5738117,5
18,-551.7191179,6
19,-540.9095633,6
20,-581.5738117,6
21,-551.7191179,7
22,-540.9095633,7
23,-581.5738117,7
24,-551.7191179,8
25,-540.9095633,8
26,-581.5738117,8
27,-551.7191179,9
28,-540.9095633,9
29,-581.5738117,9
30,-551.7191179,10
31,-540.9095633,10
32,-581.5738117,10
33,-551.7191179,11
34,-540.9095633,11
35,-581.5738117,11
36,-551.7191179,12
37,-540.9095633,12
38,-581.5738117,12
39,-551.7191179,13
40,-540.9095633,13
41,-581.5738117,13
42,-551.7191179,14
43,-540.9095633,14
44,-581.5738117,14
45,-551.7191179,15
46,-540.9095633,15
47,-581.5738117,15
48,-551.7191179,16
49,-540.9095633,16
50,-581.5738117,16
51,-551.7191179,17
52,-540.9095633,17
53,-581.5738117,17
54,-551.7191179,18
55,-540.9095633,18
56,-581.5738117,18
57,-551.7191179,19
58,-540.9095633,19
59,-581.5738117,19
60,-551.7191179,20
61,-540.9095633,20
62,-581.5738117,20
63,-551.7191179,21
64,-540.9095633,21
65,-581.5738117,21
66,-551.7191179,22
67,-540.9095633,22
68,-581.5738117,22
69,-551.7191179,23
70,-540.9095633,23
71,-581.5738117,23
72,-551.7191179,24
73,-540.9095633,24
74,-581.5738117,24
75,-551.7191179,25
76,-540.9095633,25
77,-581.5738117,25
78,-551.7191179,26
79,-540.9095633,26
80,-581.5738117,26
81,-551.7191179,27
82,-540.9095633,27
83,-581.5738117,27
84,-551.7191179,28
85,-540.9095633,28
86,-581.5738117,28
87,-551.7191179,29
88,-540.9095633,29
89,-581.5738117,29
90,-551.7191179,30
91,-540.9095633,30
92,-581.5738117,30
93,-551.7191179,31
94,-540.9095633,31
95,-581.5738117,31
