,data,x
0,-2516.728239,0
1,-2537.298421,0
2,-2543.937158,0
3,-2516.728239,1
4,-2537.298421,1
5,-2543.937158,1
6,-2516.728239,2
7,-2537.298421,2
8,-2543.937158,2
9,-2516.728239,3
10,-2537.298421,3
11,-2543.937158,3
12,-2516.728239,4
13,-2537.298421,4
14,-2543.937158,4
15,-2516.728239,5
16,-2537.298421,5
17,-2543.937158,5
18,-2516.728239,6
19,-2537.298421,6
20,-2543.937158,6
21,-2516.728239,7
22,-2537.298421,7
23,-2543.937158,7
24,-2516.728239,8
25,-2537.298421,8
26,-2543.937158,8
27,-2516.728239,9
28,-2537.298421,9
29,-2543.937158,9
30,-2516.728239,10
31,-2537.298421,10
32,-2543.937158,10
33,-2516.728239,11
34,-2537.298421,11
35,-2543.937158,11
36,-2516.728239,12
37,-2537.298421,12
38,-2543.937158,12
39,-2516.728239,13
40,-2537.298421,13
41,-2543.937158,13
42,-2516.728239,14
43,-2537.298421,14
44,-2543.937158,14
45,-2516.728239,15
46,-2537.298421,15
47,-2543.937158,15
48,-2516.728239,16
49,-2537.298421,16
50,-2543.937158,16
51,-2516.728239,17
52,-2537.298421,17
53,-2543.937158,17
54,-2516.728239,18
55,-2537.298421,18
56,-2543.937158,18
57,-2516.728239,19
58,-2537.298421,19
59,-2543.937158,19
60,-2516.728239,20
61,-2537.298421,20
62,-2543.937158,20
63,-2516.728239,21
64,-2537.298421,21
65,-2543.937158,21
66,-2516.728239,22
67,-2537.298421,22
68,-2543.937158,22
69,-2516.728239,23
70,-2537.298421,23
71,-2543.937158,23
72,-2516.728239,24
73,-2537.298421,24
74,-2543.937158,24
75,-2516.728239,25
76,-2537.298421,25
77,-2543.937158,25
78,-2516.728239,26
79,-2537.298421,26
80,-2543.937158,26
81,-2516.728239,27
82,-2537.298421,27
83,-2543.937158,27
84,-2516.728239,28
85,-2537.298421,28
86,-2543.937158,28
87,-2516.728239,29
88,-2537.298421,29
89,-2543.937158,29
90,-2516.728239,30
91,-2537.298421,30
92,-2543.937158,30
93,-2516.728239,31
94,-2537.298421,31
95,-2543.937158,31
96,-2516.728239,32
97,-2537.298421,32
98,-2543.937158,32
99,-2516.728239,33
100,-2537.298421,33
101,-2543.937158,33
102,-2516.728239,34
103,-2537.298421,34
104,-2543.937158,34
105,-2516.728239,35
106,-2537.298421,35
107,-2543.937158,35
108,-2516.728239,36
109,-2537.298421,36
110,-2543.937158,36
111,-2516.728239,37
112,-2537.298421,37
113,-2543.937158,37
114,-2516.728239,38
115,-2537.298421,38
116,-2543.937158,38
117,-2516.728239,39
118,-2537.298421,39
119,-2543.937158,39
120,-2516.728239,40
121,-2537.298421,40
122,-2543.937158,40
123,-2516.728239,41
124,-2537.298421,41
125,-2543.937158,41
126,-2516.728239,42
127,-2537.298421,42
128,-2543.937158,42
129,-2516.728239,43
130,-2537.298421,43
131,-2543.937158,43
132,-2516.728239,44
133,-2537.298421,44
134,-2543.937158,44
135,-2516.728239,45
136,-2537.298421,45
137,-2543.937158,45
138,-2516.728239,46
139,-2537.298421,46
140,-2543.937158,46
141,-2516.728239,47
142,-2537.298421,47
143,-2543.937158,47
144,-2516.728239,48
145,-2537.298421,48
146,-2543.937158,48
147,-2516.728239,49
148,-2537.298421,49
149,-2543.937158,49
150,-2516.728239,50
151,-2537.298421,50
152,-2543.937158,50
153,-2516.728239,51
154,-2537.298421,51
155,-2543.937158,51
156,-2516.728239,52
157,-2537.298421,52
158,-2543.937158,52
159,-2516.728239,53
160,-2537.298421,53
161,-2543.937158,53
162,-2516.728239,54
163,-2537.298421,54
164,-2543.937158,54
165,-2516.728239,55
166,-2537.298421,55
167,-2543.937158,55
168,-2516.728239,56
169,-2537.298421,56
170,-2543.937158,56
171,-2516.728239,57
172,-2537.298421,57
173,-2543.937158,57
174,-2516.728239,58
175,-2537.298421,58
176,-2543.937158,58
177,-2516.728239,59
178,-2537.298421,59
179,-2543.937158,59
180,-2516.728239,60
181,-2537.298421,60
182,-2543.937158,60
183,-2516.728239,61
184,-2537.298421,61
185,-2543.937158,61
186,-2516.728239,62
187,-2537.298421,62
188,-2543.937158,62
189,-2516.728239,63
190,-2537.298421,63
191,-2543.937158,63
192,-2516.728239,64
193,-2537.298421,64
194,-2543.937158,64
195,-2516.728239,65
196,-2537.298421,65
197,-2543.937158,65
198,-2516.728239,66
199,-2537.298421,66
200,-2543.937158,66
201,-2516.728239,67
202,-2537.298421,67
203,-2543.937158,67
204,-2516.728239,68
205,-2537.298421,68
206,-2543.937158,68
207,-2516.728239,69
208,-2537.298421,69
209,-2543.937158,69
210,-2516.728239,70
211,-2537.298421,70
212,-2543.937158,70
213,-2516.728239,71
214,-2537.298421,71
215,-2543.937158,71
216,-2516.728239,72
217,-2537.298421,72
218,-2543.937158,72
219,-2516.728239,73
220,-2537.298421,73
221,-2543.937158,73
222,-2516.728239,74
223,-2537.298421,74
224,-2543.937158,74
225,-2516.728239,75
