,data,x
0,-3063.903219,0
1,-3229.324357,0
2,-2842.039019,0
3,-3063.903219,1
4,-3229.324357,1
5,-2842.039019,1
6,-3063.903219,2
7,-3229.324357,2
8,-2842.039019,2
9,-3063.903219,3
10,-3229.324357,3
11,-2842.039019,3
12,-3063.903219,4
13,-3229.324357,4
14,-2842.039019,4
15,-3063.903219,5
16,-3229.324357,5
17,-2842.039019,5
18,-3063.903219,6
19,-3229.324357,6
20,-2842.039019,6
21,-3063.903219,7
22,-3229.324357,7
23,-2842.039019,7
24,-3063.903219,8
25,-3229.324357,8
26,-2842.039019,8
27,-3063.903219,9
28,-3229.324357,9
29,-2842.039019,9
30,-3063.903219,10
31,-3229.324357,10
32,-2842.039019,10
33,-3063.903219,11
34,-3229.324357,11
35,-2842.039019,11
36,-3063.903219,12
37,-3229.324357,12
38,-2842.039019,12
39,-3063.903219,13
40,-3229.324357,13
41,-2842.039019,13
42,-3063.903219,14
43,-3229.324357,14
44,-2842.039019,14
45,-3063.903219,15
46,-3229.324357,15
47,-2842.039019,15
48,-3063.903219,16
49,-3229.324357,16
50,-2842.039019,16
51,-3063.903219,17
52,-3229.324357,17
53,-2842.039019,17
54,-3063.903219,18
55,-3229.324357,18
56,-2842.039019,18
57,-3063.903219,19
58,-3229.324357,19
59,-2842.039019,19
60,-3063.903219,20
61,-3229.324357,20
62,-2842.039019,20
63,-3063.903219,21
64,-3229.324357,21
65,-2842.039019,21
66,-3063.903219,22
67,-3229.324357,22
68,-2842.039019,22
69,-3063.903219,23
70,-3229.324357,23
71,-2842.039019,23
72,-3063.903219,24
73,-3229.324357,24
74,-2842.039019,24
75,-3063.903219,25
76,-3229.324357,25
77,-2842.039019,25
78,-3063.903219,26
79,-3229.324357,26
80,-2842.039019,26
81,-3063.903219,27
82,-3229.324357,27
83,-2842.039019,27
84,-3063.903219,28
85,-3229.324357,28
86,-2842.039019,28
87,-3063.903219,29
88,-3229.324357,29
89,-2842.039019,29
90,-3063.903219,30
91,-3229.324357,30
92,-2842.039019,30
93,-3063.903219,31
94,-3229.324357,31
95,-2842.039019,31
96,-3063.903219,32
97,-3229.324357,32
98,-2842.039019,32
99,-3063.903219,33
100,-3229.324357,33
101,-2842.039019,33
102,-3063.903219,34
103,-3229.324357,34
104,-2842.039019,34
105,-3063.903219,35
106,-3229.324357,35
107,-2842.039019,35
108,-3063.903219,36
109,-3229.324357,36
110,-2842.039019,36
111,-3063.903219,37
112,-3229.324357,37
113,-2842.039019,37
114,-3063.903219,38
115,-3229.324357,38
116,-2842.039019,38
117,-3063.903219,39
118,-3229.324357,39
119,-2842.039019,39
120,-3063.903219,40
121,-3229.324357,40
122,-2842.039019,40
123,-3063.903219,41
124,-3229.324357,41
125,-2842.039019,41
126,-3063.903219,42
127,-3229.324357,42
128,-2842.039019,42
129,-3063.903219,43
130,-3229.324357,43
131,-2842.039019,43
132,-3063.903219,44
133,-3229.324357,44
134,-2842.039019,44
135,-3063.903219,45
136,-3229.324357,45
137,-2842.039019,45
138,-3063.903219,46
139,-3229.324357,46
140,-2842.039019,46
141,-3063.903219,47
142,-3229.324357,47
143,-2842.039019,47
144,-3063.903219,48
145,-3229.324357,48
146,-2842.039019,48
147,-3063.903219,49
148,-3229.324357,49
149,-2842.039019,49
150,-3063.903219,50
151,-3229.324357,50
152,-2842.039019,50
153,-3063.903219,51
154,-3229.324357,51
155,-2842.039019,51
156,-3063.903219,52
157,-3229.324357,52
158,-2842.039019,52
159,-3063.903219,53
160,-3229.324357,53
161,-2842.039019,53
162,-3063.903219,54
163,-3229.324357,54
164,-2842.039019,54
165,-3063.903219,55
166,-3229.324357,55
167,-2842.039019,55
168,-3063.903219,56
169,-3229.324357,56
170,-2842.039019,56
171,-3063.903219,57
172,-3229.324357,57
173,-2842.039019,57
174,-3063.903219,58
175,-3229.324357,58
176,-2842.039019,58
177,-3063.903219,59
178,-3229.324357,59
179,-2842.039019,59
180,-3063.903219,60
181,-3229.324357,60
182,-2842.039019,60
183,-3063.903219,61
184,-3229.324357,61
185,-2842.039019,61
186,-3063.903219,62
187,-3229.324357,62
188,-2842.039019,62
189,-3063.903219,63
190,-3229.324357,63
191,-2842.039019,63
192,-3063.903219,64
193,-3229.324357,64
194,-2842.039019,64
195,-3063.903219,65
196,-3229.324357,65
197,-2842.039019,65
198,-3063.903219,66
199,-3229.324357,66
200,-2842.039019,66
201,-3063.903219,67
202,-3229.324357,67
203,-2842.039019,67
204,-3063.903219,68
