18.82637411,50.81755478,90.23465614,120.4450102,149.7890443
10.96677887,27.35184828,47.70173832,62.45998451,78.20837166
9.210960007,17.77672482,30.17991909,40.26493778,49.41696724
9.197386551,14.89535833,24.1389958,32.62420017,39.4742453
9.16991684,11.93527549,20.55717432,26.40142315,32.64811028
9.491463671,10.53675874,17.05808002,23.33250368,28.62782721
9.394030075,10.45648827,15.89972635,21.08644819,27.36525385
9.122473269,11.42078791,15.29470304,19.89570042,25.68990437
10.09100861,11.28185601,13.24961763,18.65080786,22.67281254
10.37265886,11.72773821,12.72266306,17.949464,21.80044189
