3.304899518,7.289591007,13.77117698,14.37046847,15.24888515
2.389982723,3.873711677,6.741778884,7.384421434,7.824366417
1.527235522,3.332309444,4.173919377,4.692299509,4.939607677
1.517267834,2.656373122,3.163679368,3.537174742,3.66186239
1.402076159,2.047371198,3.093435526,3.237425914,3.455097604
1.112094084,1.909647038,2.612164159,2.939362879,3.12655328
1.104048639,1.650694399,2.548271677,2.542159688,2.809615033
1.124505919,1.747585601,2.199718075,2.578272636,2.58388097
1.116769913,1.979234238,2.149110413,2.570295682,2.526738558
1.393779196,1.693055037,1.871711354,2.209986563,2.370521915
