4.29538239,9.416897554,17.99046114,27.60258942,35.35304928
5.550667825,5.296509438,9.691773062,14.17268188,18.4364205
4.756207671,4.585784636,6.219951034,9.103418236,11.98700381
3.916833603,4.929570885,5.55049408,7.563174062,10.01805569
4.890046744,4.698351998,6.337437077,6.723831658,8.279743299
4.006784647,4.710888643,4.643781109,5.769686389,7.52924799
4.460812137,4.449984961,4.927094412,5.487025595,7.145956788
4.166154885,4.395594883,4.57855392,5.752210855,6.768211217
4.32095232,4.520298572,4.815337591,5.634055009,6.534102077
4.527693119,4.914741106,4.404921589,5.223698568,6.33236896
