28.13270403,101.4805739,230.2151921,259.7356906,267.4129953
14.64722399,52.24013809,115.9701192,131.5762314,135.1104674
9.402457333,32.09844469,71.467687,81.46233139,84.59205482
7.552863708,24.89775261,42.92320084,48.83192226,52.07254169
6.061151047,19.9473543,35.23299389,40.54984631,43.98544643
5.737497602,17.73224096,31.69603745,37.21143585,40.76240505
5.114001293,16.11358522,29.86599777,35.42301983,39.43807232
5.0390768,15.16285922,27.42689379,32.92037882,37.43709049
4.826486707,14.36240097,25.27451944,30.87116644,35.25149544
4.381488948,13.15248671,23.36816742,29.11006491,33.86352081
