11.58325181,34.03479256,66.59814789,92.43121811,109.1965959
7.173475184,18.54637262,35.36693748,49.38718391,57.42509502
5.87277216,12.5948701,23.57929411,30.94867094,37.0823188
5.689995837,10.54247069,18.12126364,25.54917986,29.53745594
5.655439043,7.710668159,14.50615452,22.61530561,24.43218494
5.486768608,7.22552259,13.31749696,18.20116619,21.86477242
5.422932773,7.160055056,12.95643651,17.70463392,21.33660645
5.395391688,6.734853768,12.10230109,16.817976,19.84012636
5.651023054,6.08273313,11.32322147,15.44144799,18.584321
5.737905297,5.539330878,10.02513796,15.23402431,17.70695751
