resnet50,vgg19,densenet201,mobilenet
0.7444708424348098,1,1,0.09467495168401643
0.5114934289272014,1,0.982653144837837,0.18366884986253887
0.516854600557914,0.8500152054871724,0.8538449696727566,0.1800888642668724
0.7061343005437117,1,1,0.09163020970729682
0.5128541258591871,1,0.9511169347397089,0.18660596764546172
0.6997805472392302,1,1,0.09042649991603997
0.5097440924167633,1,0.9330223540827501,0.18546467590790527
0.6926554943965031,1,1,0.08940926098250426
0.5049137282481561,1,0.8786277888452432,0.17653361001381507
0.7032387311366889,1,1,0.08926087979399241
0.511230918271725,1,0.8975931925060544,0.17747421270838148
0.71224104113212,1,1,0.0891682275820237
0.5111705189686555,1,0.9163052356850454,0.17729950179686915
0.718944961628547,1,1,0.08889618878983534
0.5162318316936493,1,0.9133168410173537,0.17674371624909915
0.7314316054234139,1,1,0.08884181386759647
0.5212807681945654,1,0.9054271698418175,0.17483347085760187
0.7377160276889801,1,1,0.08852941954250519
0.5234768950242262,1,0.8955180683401501,0.17297103889538692
0.7376622409820556,1,1,0.08784720615331942
0.5238532992069537,1,0.86809166561399,0.17207237434387207
0.7275214038628798,1,1,0.08756361260047325
0.5095401240862333,1,0.8636128581365943,0.1709069144450701
0.7082534825380032,1,1,0.08683211163832591
0.5007883680416988,1,0.8820075225879888,0.17212688539945162
0.7045011647481185,1,1,0.08757433313223033
0.5011519213364675,1,0.886102262727666,0.17289661955650035
0.7008194369609538,1,1,0.08784625128140816
0.500755405315986,1,0.9131313181567371,0.17434688782691957
0.7066770506858825,1,1,0.08777343086118881
0.5019465292783885,1,0.9130223386811017,0.1748137636184692
0.6989821527004241,1,1,0.08971340077634041
0.5081331840111658,1,0.8889312918708887,0.1782093052304708
0.6971740516607577,1,1,0.09136505524011759
0.5078654690155616,1,0.9227463630192637,0.18844217813290082
0.6934521352547867,1,1,0.09285304147303104
0.5041303512133085,1,0.9113893970383566,0.18376087374687194
0.6969369454237131,1,1,0.09670656186617338
0.503551481118569,1,0.9132254672748729,0.18219153999915488
0.6970358704860393,1,1,0.09757304944258469
0.5024293201776652,1,0.9028028386979057,0.18231564790285548
0.700056487752841,1,1,0.09525809278121361
0.5066914410811203,1,0.9229389686160536,0.17979507360274974
0.7011308200102586,1,1,0.09205362993753873
0.5042789650110098,1,0.9142949410906804,0.17685229009481576
0.695651965361375,1,1,0.08998024424108175
0.5013330437971995,1,0.9191543188167143,0.17762046342400406
0.6914944217388447,1,1,0.09006641044433301
0.4898481255439611,1,0.9307643717755029,0.17708385408291447
0.683553421475337,1,1,0.08923394325054608
0.4831251283333851,1,0.9097697722939387,0.1759233115994013
0.6745577738285065,1,1,0.08840788873479916
0.6716726682222807,1,1,0.0878324006644579
0.47432511069224437,1,0.9116824282083905,0.170925605817483
0.6616559705055678,1,1,0.08660129893376277
0.6709852348987873,1,1,0.08767590591792877
0.4854667464769803,1,0.9005418388489955,0.17301749121500892
0.6790297429965092,1,1,0.0886885417699814
0.4993237796930166,1,0.9265942373069678,0.18095795205006232
0.6870745876367276,1,1,0.0906022952428231
0.5006484578077609,1,0.9504251382375959,0.18556244963866014
0.6866573600402246,1,1,0.09148050691531254
0.4987994814652662,1,0.9419516993505314,0.1876270104490794
0.6802839964243081,1,1,0.0923432876162804
0.4918546700037442,1,0.9139474326285362,0.18865701851477987
0.6721902957586141,1,1,0.09198285135970664
0.4849053958892822,1,0.8618505617163777,0.18391062228496258
0.6690388319033842,1,1,0.09496333129130877
0.6681864255666733,1,1,0.0906925102183452
0.488258144393334,1,0.8748267355590571,0.18125181473631125
0.6816049914286687,1,1,0.0958570213684669
0.4960597776449643,1,0.8510718286947011,0.18006062843937143
0.685899359189547,1,1,0.09549810756169833
0.6821307810196509,1,1,0.09115045335246966
0.4952269505830912,1,0.9020478806445452,0.18103535731068024
0.6883746554704813,1,1,0.09161176646672763
0.689178697685095,1,1,0.09377144823624538
0.4953814485843365,1,0.9032826470153318,0.1807349341420027
0.6840118216734666,1,1,0.09183159418977224
0.6792763816851836,1,1,0.09472235541618787
0.4902122163314085,1,0.8701096619055632,0.18027140966241176
0.6784411230454077,1,1,0.09456679749053258
0.6732120557785033,1,1,0.09419895054331191
0.6646717943044809,1,1,0.0895480991913722
0.4866591725349427,1,0.8947047911648734,0.18345476252482487
0.671364556338237,1,1,0.09047062522631424
0.4865854665756225,1,0.8587190628075936,0.18416033114745067
0.6723535099726456,1,1,0.09106088396815154
0.6727494280154888,1,1,0.09094689484284474
0.49375326232726746,1,0.9105909317443931,0.18635709576469203
0.6776657453757067,1,1,0.09215704602461595
0.6747600127953749,1,1,0.09178049383713648
0.4879867079734802,1,0.9216246338867673,0.18571052768230437
0.6683134153806246,1,1,0.09122174530212696
0.661806152827923,1,1,0.09096587919638706
0.48011350327271685,1,0.9101106669746234,0.18375224974705623
0.6584842884723958,1,1,0.0961825241125547
0.647766539133512,1,1,0.09077938334024868
0.470699340732281,1,0.9151980482154617,0.18599172899035304
0.6435354526959933,1,1,0.09084415371876495
0.6433794550583912,1,1,0.09233154574495095
0.4705354917086087,1,0.8955510778898964,0.18832708292603495
0.6456059472744281,1,1,0.09239227811854618
0.6450838580791766,1,1,0.09172023985981942
0.47056982345581055,1,0.8748413908726845,0.18887654589964792
0.6429424779983666,1,1,0.09149364550984823
0.6438138458160253,1,1,0.09191692464626752
0.643766054208462,1,1,0.09188499721724254
0.4676692753021533,1,0.8408802558614872,0.1817928149438821
0.6379689421672088,1,1,0.09152998333481642
0.636164288520813,1,1,0.09088021641511183
0.4602617896813612,1,0.8030535773338633,0.17941940932548964
0.9833935929609547,1,1,0.28446602866833026
0.6277281784717853,1,1,0.08990444765824537
0.6197100972487375,1,1,0.0896622199645409
0.6155461763675395,1,1,0.0889690985088165
0.44957197014735295,1,1,0.17973355878316438
0.6453180133196024,1,1,0.09426210182905198
0.4803588836431503,1,0.8785888370069037,0.1939766262457921
0.7094217561061565,1,1,0.10269235432973273
0.5328235795497894,1,0.9219097469697313,0.2147230871640719
0.5612742081953929,1,0.8584238785963793,0.22576708616155844
0.5968593351107376,1,0.8466497826337016,0.23623583756960354
0.6206595707306495,1,0.8889001397819786,0.25356652934963886
0.6396241585676485,1,0.8586219991003717,0.25472291114146894
0.654188532759593,1,0.8416102893535907,0.2592970408888964
0.6578723800475781,1,0.8240689121259674,0.2607127710842169
0.6418990559027745,1,0.808253497210416,0.2589204404995991
0.6322254233727087,1,0.808578265713645,0.254711994446241
0.6239496697554221,1,0.8067504397305575,0.25281658573150634
0.6230550218031956,1,0.8039179031665508,0.25339747822743197
