ascend,resnet50_dis_percent,vgg19_dis_percent,densenet201_dis_percent,mobilenet_dis_percent
0,0.0,0.0,0.012002323030263922,0.0
80,0.409173943749286,0.046949286345838073,0.08977972629431733,0.0
