mobilenet,30,4,431.2336826099392,342.83077767490164
resnet50,20,16,244.34463409657567,194.25398410677764
densenet201,30,16,148.42441419454482,117.99740928466312
vgg19,20,16,108.4851064834248,86.24565965432271
